N,P,K,ph,label
45,59,32,7.48423754552865,ragi
49,49,22,7.1791298544794255,ragi
50,50,25,7.6,rapeseed_mustard
57,51,24,7.511729714451327,rapeseed_mustard
41,45,26,8.060004316219317,rapeseed_mustard
50,50,25,7.6,rice
41,59,32,7.116165136975475,rice
44,54,19,7.5002320843247565,rice
50,50,25,7.6,small_millets
41,45,18,8.043738478740522,small_millets
44,44,22,7.493535457055975,small_millets
50,50,25,7.6,sunflower
55,58,20,7.415620705496886,sunflower
48,54,20,7.7131957617402085,sunflower
50,50,25,7.6,sweet_potato
43,58,16,7.695585510079365,sweet_potato
50,48,34,7.748644069448751,sweet_potato
50,50,25,7.6,tapioca
49,46,18,7.342880580889155,tapioca
42,56,22,7.311024519407085,tapioca
50,50,25,7.6,tobacco
51,60,29,7.582227151504371,tobacco
43,43,29,7.407649666136316,tobacco
50,50,25,7.6,total_foodgrain
59,43,34,7.109925642827392,total_foodgrain
56,54,19,7.208936300985852,total_foodgrain
50,50,25,7.6,turmeric
44,55,16,7.441880432231826,turmeric
47,58,29,8.019273069791353,turmeric
50,50,25,7.6,urad
42,48,26,7.3116814950334685,urad
46,43,20,7.1713744127117875,urad
50,50,25,7.6,black_pepper
43,57,21,7.34424324576134,black_pepper
48,53,32,7.672183935567023,black_pepper
50,50,25,7.6,cardamom
42,45,33,7.969142780079741,cardamom
56,56,34,7.47669523407048,cardamom
50,50,25,7.6,sannhamp
59,40,20,7.130602565977933,sannhamp
42,54,19,7.4946601428676844,sannhamp
50,50,25,7.6,guar_seed
52,58,27,7.965370111783415,guar_seed
48,51,34,7.543548678817545,guar_seed
50,50,25,7.6,arecanut
48,57,34,7.1710811189361054,arecanut
40,55,27,7.388898814454921,arecanut
50,50,25,7.6,ash_gourd
51,44,15,7.734541968919346,ash_gourd
47,41,23,7.319746257581518,ash_gourd
50,50,25,7.6,beet_root
50,41,35,7.895513607310181,beet_root
43,53,24,8.056055543114867,beet_root
50,50,25,7.6,bhindi
56,42,17,7.195287430613509,bhindi
52,49,17,7.225181572297781,bhindi
50,50,25,7.6,bitter_gourd
53,42,24,7.736999552855731,bitter_gourd
42,46,27,7.768130033053772,bitter_gourd
50,50,25,7.6,bottle_gourd
50,41,23,7.595732349740987,bottle_gourd
42,47,33,7.592188588078321,bottle_gourd
50,50,25,7.6,brinjal
40,59,22,7.174399664503939,brinjal
42,46,27,7.354733808727349,brinjal
50,50,25,7.6,cabbage
50,48,17,7.958192874484489,cabbage
47,53,25,7.335772403746467,cabbage
50,50,25,7.6,cauliflower
47,40,34,7.610779060508002,cauliflower
46,49,31,7.65583317258019,cauliflower
50,50,25,7.6,citrus_fruit
50,42,27,7.482891932007348,citrus_fruit
56,48,34,7.4924667785493115,citrus_fruit
50,50,25,7.6,cucumber
44,45,17,7.935976197410396,cucumber
52,50,16,7.4479951945023295,cucumber
50,50,25,7.6,drum_stick
53,49,27,7.540361790577318,drum_stick
55,47,35,7.383122786382549,drum_stick
50,50,25,7.6,grapes
48,49,29,7.66084962309432,grapes
42,44,31,7.395409967710792,grapes
50,50,25,7.6,jack_fruit
57,58,24,8.066763498469728,jack_fruit
41,41,27,7.73113511101383,jack_fruit
50,50,25,7.6,lablab
55,54,18,7.828687850827577,lablab
54,51,33,7.915185494081646,lablab
50,50,25,7.6,mango
42,59,23,8.00068313814951,mango
59,56,31,7.744917809720396,mango
50,50,25,7.6,orange
58,40,25,7.378283426769535,orange
59,45,21,7.1189644154793,orange
50,50,25,7.6,other_citrus_fruit
60,43,16,7.297224366404894,other_citrus_fruit
55,55,16,7.302174018351576,other_citrus_fruit
50,50,25,7.6,other_fresh_fruits
50,55,31,7.123276982067205,other_fresh_fruits
51,49,29,7.172264852096549,other_fresh_fruits
50,50,25,7.6,other_vegetables
48,57,23,8.084337029534314,other_vegetables
47,57,30,7.52660622450922,other_vegetables
50,50,25,7.6,papaya
59,50,27,7.262344626286555,papaya
50,57,33,7.888059802243099,papaya
50,50,25,7.6,pome_fruit
42,60,17,8.016298118457343,pome_fruit
52,54,24,7.267542115970746,pome_fruit
50,50,25,7.6,pome_granet
46,57,27,7.845575165572808,pome_granet
57,50,24,7.895453158464713,pome_granet
50,50,25,7.6,ribed_guard
58,54,29,7.176146214755956,ribed_guard
50,55,35,7.28101166820722,ribed_guard
50,50,25,7.6,snak_guard
50,41,26,8.024443497612681,snak_guard
60,58,30,7.982529502449038,snak_guard
50,50,25,7.6,tomato
48,53,18,7.890059524224865,tomato
49,43,29,7.226549980780907,tomato
50,50,25,7.6,water_melon
41,56,22,7.5070896333397785,water_melon
55,60,15,7.8924068586164555,water_melon
50,50,25,7.6,yam
54,42,19,7.426745638472654,yam
51,56,27,7.607387500347832,yam
50,50,25,7.6,carrot
49,58,28,7.297336563099338,carrot
54,43,25,8.003356866293544,carrot
50,50,25,7.6,plums
42,50,34,7.800472182649123,plums
49,46,15,7.631654018627908,plums
50,50,25,7.6,gram
57,50,28,7.451934823383427,gram
46,49,27,7.517484547969714,gram
50,50,25,7.6,horsegram
41,58,32,7.898796150030876,horsegram
60,51,29,7.8848515169198174,horsegram
50,50,25,7.6,sesamum
46,45,32,7.852003421634087,sesamum
42,44,33,7.936655742662409,sesamum
50,50,50,6.9,arecanut
44,57,43,6.461989689491211,arecanut
42,56,50,7.153477444965909,arecanut
50,50,50,6.9,banana
46,52,57,7.194749552525333,banana
42,50,50,6.6804738483179955,banana
50,50,50,6.9,black_pepper
43,51,50,7.137344384897923,black_pepper
45,55,51,7.053283562430159,black_pepper
50,50,50,6.9,cashewnut
45,43,55,6.936026117725352,cashewnut
51,46,42,7.282877886734153,cashewnut
50,50,50,6.9,sweet_potato
57,47,42,6.501838237370593,sweet_potato
42,46,42,6.9790103946051865,sweet_potato
50,50,50,6.9,tapioca
52,50,47,6.765926792474405,tapioca
59,58,57,6.525762328962822,tapioca
25,75,50,7.8,arhartur
35,79,54,7.317096481025539,arhartur
19,85,52,7.937182561317873,arhartur
25,75,50,7.8,bajra
31,82,50,8.120398151418174,bajra
21,70,55,7.558516273229993,bajra
25,75,50,7.8,cottonlint
24,78,60,7.531368585394719,cottonlint
27,74,40,8.117677126057782,cottonlint
25,75,50,7.8,groundnut
32,82,54,7.726792281594276,groundnut
28,77,51,7.462775893245365,groundnut
25,75,50,7.8,jowar
28,66,59,7.408676541027345,jowar
35,76,48,7.607001206678829,jowar
25,75,50,7.8,onion
23,73,52,8.045351287006277,onion
22,75,54,8.158139157015786,onion
25,75,50,7.8,pulses_total
16,70,51,7.487707474677758,pulses_total
17,70,59,7.329777141718353,pulses_total
25,75,50,7.8,ragi
20,85,47,7.573620395102301,ragi
19,72,56,7.3319271429258865,ragi
25,75,50,7.8,rice
34,68,41,7.947410698807917,rice
20,77,41,7.451964091800383,rice
25,75,50,7.8,sunflower
16,67,54,7.7319081505070555,sunflower
18,83,47,7.598350558021334,sunflower
25,75,50,7.8,total_foodgrain
21,79,49,7.562139121137623,total_foodgrain
23,75,53,7.334674503968498,total_foodgrain
25,75,50,7.8,castor_seed
33,85,57,8.152068078652372,castor_seed
33,72,48,8.271949317505248,castor_seed
25,75,50,7.8,coriander
32,66,44,7.537307328127919,coriander
34,74,54,7.630395697597075,coriander
25,75,50,7.8,garlic
30,73,41,8.044129732731927,garlic
27,81,46,7.858483393809792,garlic
25,75,50,7.8,tobacco
25,74,46,7.826091067727727,tobacco
17,85,56,7.329523174761042,tobacco
25,75,50,7.8,guar_seed
30,70,54,8.194868117927301,guar_seed
16,73,57,7.870682308479559,guar_seed
25,75,50,7.8,sannhamp
35,70,50,7.457881118328139,sannhamp
33,80,59,7.431467836760151,sannhamp
25,75,50,7.8,ash_gourd
22,69,53,7.992846776384014,ash_gourd
22,66,44,8.081405700060063,ash_gourd
25,75,50,7.8,citrus_fruit
17,74,56,7.521454291423395,citrus_fruit
33,78,49,7.827007805682518,citrus_fruit
25,75,50,7.8,cucumber
30,68,42,7.637287611316228,cucumber
25,74,42,7.378967304149816,cucumber
25,75,50,7.8,lablab
31,82,60,7.72678865603233,lablab
19,67,49,7.69552046010877,lablab
25,75,50,7.8,orange
22,77,56,7.76922929639186,orange
21,75,41,7.9211454890075705,orange
25,75,50,7.8,other_citrus_fruit
19,81,44,7.546222235820772,other_citrus_fruit
18,82,59,7.339061025036249,other_citrus_fruit
25,75,50,7.8,pome_fruit
22,66,56,7.306587041992533,pome_fruit
22,66,56,7.6666631896089505,pome_fruit
25,75,50,7.8,pome_granet
15,69,57,8.142293361452197,pome_granet
22,76,50,7.332808761115508,pome_granet
25,75,50,7.8,redish
21,70,45,8.110368833621369,redish
26,85,40,8.14552045789453,redish
25,75,50,7.8,tomato
26,67,54,8.182152434950995,tomato
22,78,54,8.057417276557901,tomato
25,75,50,7.8,yam
28,68,58,7.440868426205945,yam
34,73,60,7.755229923910825,yam
25,75,50,7.8,grapes
31,69,44,7.708539152887326,grapes
23,75,47,7.408058203190782,grapes
25,75,50,7.8,ribed_guard
27,70,55,7.639539309139496,ribed_guard
28,68,41,7.434742576919353,ribed_guard
25,75,50,7.8,horsegram
32,66,50,8.040730379655457,horsegram
21,79,42,7.332954936771904,horsegram
25,75,50,7.8,maize
21,65,52,8.281291775470766,maize
15,80,53,7.953004108674936,maize
25,75,50,7.8,small_millets
29,68,54,7.5372131325334975,small_millets
23,71,51,7.304065990792473,small_millets
50,25,75,6.6,black_pepper
50,20,70,6.697852005179973,black_pepper
52,26,82,6.33105846128027,black_pepper
50,25,75,6.6,ginger
46,22,83,6.389932806840719,ginger
47,18,77,6.721240204957517,ginger
50,25,75,6.6,tobacco
51,25,75,6.221996739564898,tobacco
45,18,73,6.626978632597744,tobacco
50,25,75,6.6,arecanut
53,25,75,6.764079968400851,arecanut
45,15,73,6.294309570895883,arecanut
50,25,75,6.6,ash_gourd
60,23,79,6.836466159060289,ash_gourd
40,29,65,6.144211119054891,ash_gourd
50,25,75,6.6,banana
54,25,66,6.9016156591035855,banana
44,32,66,6.798794220859404,banana
50,25,75,6.6,beet_root
55,15,81,6.63161339408132,beet_root
51,30,65,6.740431059572253,beet_root
50,25,75,6.6,bhindi
55,34,70,6.745208404424177,bhindi
49,34,79,6.763094032994433,bhindi
50,25,75,6.6,bitter_gourd
58,31,77,6.336768801916148,bitter_gourd
59,33,80,6.950348977277451,bitter_gourd
50,25,75,6.6,bottle_gourd
47,25,66,6.530794727392748,bottle_gourd
54,16,76,6.120495214477661,bottle_gourd
50,25,75,6.6,brinjal
43,18,82,7.026933657593249,brinjal
40,25,67,6.210166230347325,brinjal
50,25,75,6.6,cabbage
58,29,84,6.799948822472666,cabbage
44,17,68,6.360545087846999,cabbage
50,25,75,6.6,carrot
59,30,66,6.5582409584505195,carrot
41,29,66,6.876336257495813,carrot
50,25,75,6.6,cashewnut
45,28,66,6.881030449601405,cashewnut
52,35,70,6.405217227375581,cashewnut
50,25,75,6.6,cauliflower
54,29,84,6.515997260854325,cauliflower
57,25,69,6.8905160960570155,cauliflower
50,25,75,6.6,citrus_fruit
45,17,79,6.271832444361664,citrus_fruit
43,23,80,6.427518750152059,citrus_fruit
50,25,75,6.6,coriander
46,34,84,6.841119945758608,coriander
58,22,77,6.438741213132654,coriander
50,25,75,6.6,cucumber
40,20,72,7.089578854973311,cucumber
41,28,83,6.287511011969281,cucumber
50,25,75,6.6,drum_stick
42,30,70,6.214504470718501,drum_stick
40,18,68,6.4010909160156135,drum_stick
50,25,75,6.6,dry_chillies
49,19,69,6.755126128072065,dry_chillies
41,29,68,6.473923103055953,dry_chillies
50,25,75,6.6,garlic
43,29,85,6.549854786578307,garlic
58,18,77,7.056595482419521,garlic
50,25,75,6.6,grapes
57,27,65,6.65073834419574,grapes
58,35,69,6.866218716804207,grapes
50,25,75,6.6,jack_fruit
46,35,82,6.35034400820542,jack_fruit
60,31,70,7.006271950374744,jack_fruit
50,25,75,6.6,lablab
58,18,85,6.46353893251013,lablab
57,28,80,6.8246117825739745,lablab
50,25,75,6.6,litchi
60,25,75,6.322768223516274,litchi
41,34,84,6.935063894377233,litchi
50,25,75,6.6,mango
49,27,81,6.446779067548307,mango
48,35,83,6.585692670518201,mango
50,25,75,6.6,onion
51,33,85,6.69922941631407,onion
53,23,73,7.0315014033060566,onion
50,25,75,6.6,orange
48,28,67,6.114473135994336,orange
49,20,77,6.176661655424299,orange
50,25,75,6.6,other_citrus_fruit
53,20,83,6.672411421412026,other_citrus_fruit
47,26,78,7.038941899191107,other_citrus_fruit
50,25,75,6.6,other_fresh_fruits
44,32,83,6.227450519243004,other_fresh_fruits
40,30,78,6.267150699181949,other_fresh_fruits
50,25,75,6.6,other_vegetables
49,30,84,6.651241522468999,other_vegetables
53,20,68,6.841265768347155,other_vegetables
50,25,75,6.6,papaya
48,25,71,6.4973786007903325,papaya
44,20,79,6.6208589937952675,papaya
50,25,75,6.6,pineapple
50,29,78,6.316795534653526,pineapple
46,22,70,6.950674017077705,pineapple
50,25,75,6.6,pome_fruit
48,22,69,6.892458717749007,pome_fruit
43,35,80,6.290894196927049,pome_fruit
50,25,75,6.6,pome_granet
54,17,65,6.775428821492024,pome_granet
56,34,85,6.706276634167002,pome_granet
50,25,75,6.6,potato
45,29,76,6.514052739334918,potato
57,15,85,6.436748074385929,potato
50,25,75,6.6,redish
52,20,80,6.975809719387718,redish
51,26,80,6.258293979366499,redish
50,25,75,6.6,ribed_guard
52,19,82,6.8048851304627345,ribed_guard
52,34,80,6.628784436553626,ribed_guard
50,25,75,6.6,snak_guard
48,26,76,6.7166448528195755,snak_guard
50,34,70,6.754146100783915,snak_guard
50,25,75,6.6,sweet_potato
50,29,70,6.3291660865841655,sweet_potato
55,24,68,6.433953574847219,sweet_potato
50,25,75,6.6,tapioca
42,22,70,6.453896050179868,tapioca
55,22,67,6.5548669966514,tapioca
50,25,75,6.6,tomato
55,22,72,7.0254816821636,tomato
57,23,76,6.961965207723076,tomato
50,25,75,6.6,turmeric
60,19,77,6.588697632566381,turmeric
60,25,85,6.468531573578774,turmeric
50,25,75,6.6,water_melon
51,18,79,6.309546798265658,water_melon
50,35,67,6.546394721843293,water_melon
50,25,75,6.6,sugarcane
44,19,78,6.980491862460346,sugarcane
46,27,68,6.7521516527084655,sugarcane
50,25,75,6.6,arhartur
41,17,66,6.77149283293848,arhartur
60,19,74,6.709780042419881,arhartur
50,25,75,6.6,bajra
46,25,82,6.839566353985368,bajra
59,35,70,6.613807687064605,bajra
50,25,75,6.6,castor_seed
42,31,74,7.04548983897017,castor_seed
44,26,69,6.972924380354726,castor_seed
50,25,75,6.6,cottonlint
58,18,78,6.365703249719219,cottonlint
41,24,78,6.136960296627113,cottonlint
50,25,75,6.6,gram
44,27,81,6.25362187179774,gram
47,34,77,6.999242910245694,gram
50,25,75,6.6,groundnut
47,31,82,6.420387169711743,groundnut
58,26,68,6.213873304987066,groundnut
50,25,75,6.6,horsegram
55,16,69,7.01372301347145,horsegram
59,33,83,6.905002576678117,horsegram
50,25,75,6.6,jowar
55,19,67,6.137030905451515,jowar
51,22,67,6.959472367757879,jowar
50,25,75,6.6,maize
55,28,85,7.097766223594429,maize
58,33,72,6.783393058214524,maize
50,25,75,6.6,moonggreen_gram
59,29,66,6.709827008976699,moonggreen_gram
54,16,68,6.235820239221253,moonggreen_gram
50,25,75,6.6,ragi
44,31,74,7.0732333414471285,ragi
41,18,77,6.286423367423507,ragi
50,25,75,6.6,rapeseed_mustard
43,31,79,6.7266861290161994,rapeseed_mustard
46,31,69,6.379665573826953,rapeseed_mustard
50,25,75,6.6,sesamum
45,35,81,6.584020674041865,sesamum
48,28,79,6.707501360657344,sesamum
50,25,75,6.6,sunflower
60,19,81,6.750113326636272,sunflower
51,20,73,6.467681116387646,sunflower
50,25,75,6.6,urad
56,34,72,6.1828942108584535,urad
56,21,79,6.894370011440658,urad
50,25,75,6.6,cardamom
45,29,84,6.723604031090579,cardamom
50,17,83,6.60099207243767,cardamom
50,25,75,6.6,small_millets
49,17,74,6.141237704599365,small_millets
46,30,84,6.948724406038494,small_millets
50,25,75,8.0,sugarcane
42,32,67,8.21117203102678,sugarcane
53,28,80,8.131843258836923,sugarcane
50,25,75,8.0,tobacco
42,16,66,7.52652789352655,tobacco
52,20,67,8.379074093484071,tobacco
50,25,75,8.0,dry_chillies
56,16,84,8.169923457204018,dry_chillies
46,19,81,7.798401698222806,dry_chillies
50,25,75,8.0,onion
59,26,70,7.926576972864748,onion
57,18,69,8.440049471980146,onion
50,25,75,8.0,banana
53,28,81,8.006261426868887,banana
56,28,73,7.985243606151623,banana
50,25,75,8.0,cashewnut
44,31,77,8.065979653067188,cashewnut
54,24,68,8.417475485957915,cashewnut
50,25,75,8.0,coriander
59,25,65,7.53606506323279,coriander
60,31,83,7.676053218133832,coriander
50,25,75,8.0,potato
57,18,82,7.908465555291619,potato
44,24,80,7.560195257410513,potato
50,25,75,8.0,sweet_potato
41,23,85,8.217904252780473,sweet_potato
57,23,75,8.256728013868207,sweet_potato
50,25,75,8.0,turmeric
55,27,68,7.799092297269303,turmeric
59,20,80,8.27785390186341,turmeric
50,25,75,8.0,bhindi
58,16,72,7.983205028339247,bhindi
43,16,78,8.30925351375854,bhindi
50,25,75,8.0,bottle_gourd
44,27,82,8.296513676048903,bottle_gourd
60,26,68,8.053535447575914,bottle_gourd
50,25,75,8.0,brinjal
42,17,71,7.986762247965974,brinjal
59,32,76,7.754286504979615,brinjal
50,25,75,8.0,cabbage
45,31,81,8.11315079154813,cabbage
49,33,76,7.857641063448052,cabbage
50,25,75,8.0,citrus_fruit
51,25,76,8.340299990424361,citrus_fruit
56,15,69,8.120082220499134,citrus_fruit
50,25,75,8.0,cucumber
46,24,77,7.923708056540484,cucumber
49,19,66,7.684264681166746,cucumber
50,25,75,8.0,mango
49,19,74,8.375620675368557,mango
45,16,77,8.038538563403575,mango
50,25,75,8.0,orange
45,30,69,8.23772957305722,orange
48,25,74,8.329056175945142,orange
50,25,75,8.0,other_fresh_fruits
57,24,66,7.8418322181758935,other_fresh_fruits
57,24,74,7.595498198065977,other_fresh_fruits
50,25,75,8.0,other_vegetables
57,34,85,8.132821026112834,other_vegetables
45,20,82,7.758589067984325,other_vegetables
50,25,75,8.0,pome_fruit
44,23,76,8.176101690297152,pome_fruit
45,21,77,7.743230097199981,pome_fruit
50,25,75,8.0,tomato
55,18,82,8.466100463515295,tomato
55,34,65,7.9425989057702395,tomato
50,25,75,8.0,garlic
54,25,84,7.926168055415951,garlic
52,34,75,7.786882991745276,garlic
50,25,75,8.0,sunflower
52,17,84,7.670957808002305,sunflower
59,27,85,7.935388190083598,sunflower
25,25,75,5.7,sugarcane
32,17,74,5.559661320137659,sugarcane
23,21,82,6.07696584724993,sugarcane
25,25,75,5.7,tobacco
15,26,80,5.404983358038067,tobacco
35,31,77,5.660396237125959,tobacco
25,25,75,5.7,dry_chillies
21,25,76,5.507908500307637,dry_chillies
24,16,80,5.364970124900695,dry_chillies
25,25,75,5.7,onion
26,32,85,5.536640913925953,onion
22,35,84,5.402261299905945,onion
25,25,75,5.7,banana
31,19,81,5.259355658088511,banana
27,19,82,5.3145063926040645,banana
25,25,75,5.7,coriander
19,33,83,5.9715797274623705,coriander
24,25,84,5.767951274862131,coriander
25,25,75,5.7,ginger
19,18,83,6.030737755013781,ginger
26,18,73,6.142024903534545,ginger
25,25,75,5.7,sweet_potato
30,31,65,5.836955230834311,sweet_potato
31,27,85,5.372059770322748,sweet_potato
25,25,75,5.7,turmeric
26,18,75,6.166463340451758,turmeric
21,22,70,6.178322135638456,turmeric
25,25,75,5.7,bhindi
35,31,70,5.6664854714101764,bhindi
30,28,71,5.561250351383469,bhindi
25,25,75,5.7,bottle_gourd
29,22,71,5.320707655843049,bottle_gourd
33,26,73,5.661140286236688,bottle_gourd
25,25,75,5.7,brinjal
21,26,68,5.847483692956416,brinjal
22,28,85,5.928633738145367,brinjal
25,25,75,5.7,cabbage
24,15,78,5.431947431926097,cabbage
31,32,78,5.778361942911538,cabbage
25,25,75,5.7,citrus_fruit
15,27,84,5.371498705877759,citrus_fruit
20,25,81,6.185821949708183,citrus_fruit
25,25,75,5.7,cucumber
18,16,84,5.353569540719322,cucumber
18,32,69,5.6906732144194825,cucumber
25,25,75,5.7,grapes
33,25,84,5.52477122648801,grapes
18,33,73,5.6873776217753775,grapes
25,25,75,5.7,mango
24,16,81,5.353324281012239,mango
28,24,76,5.504647001617121,mango
25,25,75,5.7,orange
23,22,82,5.749401400942222,orange
24,32,82,6.010380787370761,orange
25,25,75,5.7,other_fresh_fruits
22,32,66,6.004251258777937,other_fresh_fruits
29,23,79,5.970699524067796,other_fresh_fruits
25,25,75,5.7,other_vegetables
29,15,67,6.002950003588598,other_vegetables
30,20,80,5.252518625507053,other_vegetables
25,25,75,5.7,pome_fruit
19,17,84,5.839609247589673,pome_fruit
28,29,81,6.02592665227931,pome_fruit
25,25,75,5.7,tomato
19,18,75,5.626070866544746,tomato
35,29,85,5.410858781481702,tomato
25,25,75,5.7,garlic
24,34,73,5.972766122278014,garlic
25,25,84,5.849749954523387,garlic
25,25,75,5.7,sunflower
18,20,78,5.657834083883386,sunflower
30,22,79,6.011258281942847,sunflower
50,25,75,5.6,sugarcane
42,19,75,5.151163777276625,sugarcane
52,23,71,5.735018208431372,sugarcane
50,25,75,5.6,tobacco
41,31,73,5.382043770756172,tobacco
55,26,66,5.89251420290359,tobacco
50,25,75,5.6,dry_chillies
55,16,73,5.804059856460083,dry_chillies
46,15,72,5.912828487179397,dry_chillies
50,25,75,5.6,banana
57,30,76,5.912370535057454,banana
58,18,79,5.993186860606796,banana
50,25,75,5.6,cashewnut
57,16,81,5.171559652107629,cashewnut
57,26,83,5.109419276679651,cashewnut
50,25,75,5.6,sweet_potato
40,20,71,5.362415674270026,sweet_potato
52,15,82,5.398002028837385,sweet_potato
50,25,75,5.6,turmeric
48,31,77,5.601786318856035,turmeric
53,26,71,5.775883516628276,turmeric
50,25,75,5.6,bhindi
46,32,78,6.094901174264878,bhindi
60,30,80,5.262780200478911,bhindi
50,25,75,5.6,bottle_gourd
46,15,68,5.164136090866331,bottle_gourd
54,30,72,5.6196120288242435,bottle_gourd
50,25,75,5.6,brinjal
43,17,78,5.293400672176572,brinjal
56,31,68,6.0762258511168765,brinjal
50,25,75,5.6,cabbage
44,15,70,5.394341671354633,cabbage
58,20,77,5.393241254810749,cabbage
50,25,75,5.6,citrus_fruit
58,32,84,5.726214013236558,citrus_fruit
44,32,74,5.5761063995418665,citrus_fruit
50,25,75,5.6,cucumber
58,35,85,5.478839696965186,cucumber
48,24,82,6.022611643768223,cucumber
50,25,75,5.6,mango
49,24,72,5.819041599645422,mango
60,30,66,5.6350931503975845,mango
50,25,75,5.6,orange
40,22,78,5.143016883374292,orange
55,19,77,5.846016955873525,orange
50,25,75,5.6,other_fresh_fruits
49,24,81,5.8791377293233085,other_fresh_fruits
60,34,82,5.4385652376998035,other_fresh_fruits
50,25,75,5.6,other_vegetables
40,32,83,5.2122231910822565,other_vegetables
44,21,85,5.47294665431521,other_vegetables
50,25,75,5.6,papaya
59,19,85,5.438872775871436,papaya
59,15,71,5.2416966371117555,papaya
50,25,75,5.6,pome_fruit
43,18,80,5.379697069779315,pome_fruit
55,22,77,5.7508513165465,pome_fruit
50,25,75,5.6,tomato
49,21,72,5.895459888084065,tomato
58,34,70,5.712854577773898,tomato
50,25,75,5.6,coriander
57,28,76,5.141171036913724,coriander
55,25,75,5.837732106489749,coriander
50,25,75,5.6,sunflower
57,22,78,5.90813847096647,sunflower
57,29,80,6.034677177416785,sunflower
50,25,75,5.6,tapioca
42,18,70,5.244756774238447,tapioca
55,17,84,5.4754841885756145,tapioca
75,75,75,7.2,sugarcane
77,71,81,6.986519436891865,sugarcane
72,78,80,6.881361891151445,sugarcane
75,75,75,7.2,tobacco
79,69,77,7.24204466725337,tobacco
79,85,71,6.744896180509332,tobacco
75,75,75,7.2,dry_chillies
69,81,79,6.987006193946057,dry_chillies
83,66,68,6.96616404215773,dry_chillies
75,75,75,7.2,onion
69,76,79,6.747512128943788,onion
71,68,85,7.410721125764703,onion
75,75,75,7.2,banana
73,71,72,7.153015779224493,banana
70,67,80,7.452749745723544,banana
75,75,75,7.2,cashewnut
74,65,65,6.791369975755461,cashewnut
69,74,80,6.761298271463545,cashewnut
75,75,75,7.2,coriander
82,75,71,7.092494298917594,coriander
65,69,67,7.333689022556221,coriander
75,75,75,7.2,ginger
74,75,67,7.423129619557805,ginger
70,72,79,7.081040911824567,ginger
75,75,75,7.2,potato
79,66,85,6.743980259346245,potato
85,80,72,6.758130128281356,potato
75,75,75,7.2,turmeric
73,83,72,6.7266887230181265,turmeric
75,85,82,6.885894543809076,turmeric
75,75,75,7.2,bhindi
70,83,78,6.78705058317111,bhindi
85,76,81,7.086960593151067,bhindi
75,75,75,7.2,bottle_gourd
82,74,77,7.684925122279331,bottle_gourd
77,83,72,6.830621665564,bottle_gourd
75,75,75,7.2,brinjal
83,71,84,7.351025712833591,brinjal
74,79,73,7.381432322403151,brinjal
75,75,75,7.2,cabbage
83,78,82,7.536275930617881,cabbage
68,75,85,6.784169181569738,cabbage
75,75,75,7.2,citrus_fruit
85,79,83,7.023529649637828,citrus_fruit
67,79,73,6.741768804388162,citrus_fruit
75,75,75,7.2,cucumber
67,78,71,7.057816970995953,cucumber
73,74,69,6.830269445796283,cucumber
75,75,75,7.2,grapes
71,83,66,7.4811131091303995,grapes
85,84,73,7.546353472559685,grapes
75,75,75,7.2,mango
68,75,83,7.67798009459772,mango
71,65,85,7.132941276881413,mango
75,75,75,7.2,orange
65,81,66,7.478034267487045,orange
83,75,75,6.998391789245037,orange
75,75,75,7.2,other_fresh_fruits
74,79,73,7.551787568424766,other_fresh_fruits
67,78,84,7.025059466123288,other_fresh_fruits
75,75,75,7.2,other_vegetables
65,76,71,6.785119691794091,other_vegetables
76,82,67,7.112506762364627,other_vegetables
75,75,75,7.2,papaya
72,70,69,6.9055258501214345,papaya
80,65,82,6.778674475486405,papaya
75,75,75,7.2,peas_vegetable
82,78,80,6.928459741155364,peas_vegetable
74,79,76,7.4708255658476785,peas_vegetable
75,75,75,7.2,pome_fruit
82,73,75,6.857952482410587,pome_fruit
80,68,77,7.232741787826586,pome_fruit
75,75,75,7.2,tomato
68,65,68,7.666704812720253,tomato
65,68,80,7.159880402912922,tomato
75,75,75,7.2,garlic
71,79,79,7.347401014067357,garlic
83,75,77,7.10042042959505,garlic
75,75,75,7.2,sunflower
68,65,74,7.244447546432046,sunflower
70,73,76,6.715992883296644,sunflower
75,75,75,6.6,sugarcane
85,71,73,6.9449703145296295,sugarcane
75,81,72,6.719538592518124,sugarcane
75,75,75,6.6,tobacco
75,65,71,6.3564263179724625,tobacco
77,85,84,6.978373201801843,tobacco
75,75,75,6.6,dry_chillies
77,75,74,6.898124596031078,dry_chillies
84,69,82,6.9566538442041725,dry_chillies
75,75,75,6.6,banana
80,65,72,7.087734543246193,banana
78,81,73,7.005487525819157,banana
75,75,75,6.6,coriander
67,84,82,6.57724517601441,coriander
65,80,85,6.333014120902849,coriander
75,75,75,6.6,turmeric
85,81,77,6.677893340711706,turmeric
67,65,81,6.750076206278441,turmeric
75,75,75,6.6,bhindi
81,79,68,6.519896242921779,bhindi
69,70,77,6.55797983876133,bhindi
75,75,75,6.6,bottle_gourd
78,75,77,7.052510400695264,bottle_gourd
72,82,72,6.536336377857118,bottle_gourd
75,75,75,6.6,brinjal
70,76,77,6.826293573022626,brinjal
83,71,80,7.032639573221696,brinjal
75,75,75,6.6,citrus_fruit
82,68,66,6.7297686271869415,citrus_fruit
84,84,78,6.703617100877981,citrus_fruit
75,75,75,6.6,cucumber
81,75,75,6.44131269427948,cucumber
