State,District,Year,Crop,Area_Hectare,Production_Tonnes,Yield_Tonnes_per_Hectare
Uttarakhand,Pithoragarh,2021.0,Turmeric,164.0,681.0,4.15
Uttarakhand,Pithoragarh,2022.0,Ginger,229.0,2057.0,8.98
Uttarakhand,Pithoragarh,2022.0,Onion,540.0,8087.0,14.98
Uttarakhand,Rudra prayag,1999.0,Onion,5.0,71.0,14.2
Uttarakhand,Rudra prayag,1999.0,Potato,117.0,2637.0,22.54
Uttarakhand,Rudra prayag,1999.0,Tobacco,7.0,54.0,7.71
Uttarakhand,Rudra prayag,2000.0,Garlic,24.0,33.0,1.38
Uttarakhand,Rudra prayag,2000.0,Onion,18.0,138.0,7.67
Uttarakhand,Rudra prayag,2001.0,Garlic,11.0,15.0,1.36
Uttarakhand,Rudra prayag,2001.0,Ginger,6.0,18.0,3.0
Uttarakhand,Rudra prayag,2001.0,Onion,17.0,120.0,7.06
Uttarakhand,Rudra prayag,2002.0,Garlic,12.0,16.0,1.33
Uttarakhand,Rudra prayag,2002.0,Ginger,9.0,,0.0
Uttarakhand,Rudra prayag,2002.0,Onion,15.0,106.0,7.07
Uttarakhand,Rudra prayag,2003.0,Garlic,18.0,,0.0
Uttarakhand,Rudra prayag,2003.0,Ginger,1.0,10.0,10.0
Uttarakhand,Rudra prayag,2003.0,Onion,21.0,231.0,11.0
Uttarakhand,Rudra prayag,2003.0,Potato,203.0,2944.0,14.5
Uttarakhand,Rudra prayag,2004.0,Onion,22.0,242.0,11.0
Uttarakhand,Rudra prayag,2004.0,Potato,124.0,1550.0,12.5
Uttarakhand,Rudra prayag,2005.0,Onion,24.0,276.0,11.5
Uttarakhand,Rudra prayag,2005.0,Potato,217.0,3103.0,14.3
Uttarakhand,Rudra prayag,2006.0,Garlic,14.0,20.0,1.43
Uttarakhand,Rudra prayag,2006.0,Ginger,2.0,18.0,9.0
Uttarakhand,Rudra prayag,2006.0,Onion,23.0,81.0,3.52
Uttarakhand,Rudra prayag,2007.0,Garlic,14.0,18.0,1.29
Uttarakhand,Rudra prayag,2007.0,Ginger,1.0,10.0,10.0
Uttarakhand,Rudra prayag,2007.0,Onion,8.0,28.0,3.5
Uttarakhand,Rudra prayag,2008.0,Garlic,19.0,32.0,1.68
Uttarakhand,Rudra prayag,2008.0,Ginger,5.0,49.0,9.8
Uttarakhand,Rudra prayag,2008.0,Onion,10.0,45.0,4.5
Uttarakhand,Rudra prayag,2009.0,Garlic,27.0,57.0,2.11
Uttarakhand,Rudra prayag,2009.0,Ginger,1.0,9.0,9.0
Uttarakhand,Rudra prayag,2009.0,Onion,24.0,60.0,2.5
Uttarakhand,Rudra prayag,2010.0,Garlic,33.0,49.0,1.48
Uttarakhand,Rudra prayag,2010.0,Onion,27.0,150.0,5.56
Uttarakhand,Rudra prayag,2011.0,Garlic,20.0,56.0,2.8
Uttarakhand,Rudra prayag,2011.0,Ginger,1.0,8.0,8.0
Uttarakhand,Rudra prayag,2011.0,Onion,18.0,99.0,5.5
Uttarakhand,Rudra prayag,2012.0,Garlic,40.0,108.0,2.7
Uttarakhand,Rudra prayag,2012.0,Ginger,1.0,6.0,6.0
Uttarakhand,Rudra prayag,2012.0,Onion,25.0,134.0,5.36
Uttarakhand,Rudra prayag,2013.0,Garlic,44.0,64.0,1.45
Uttarakhand,Rudra prayag,2013.0,Onion,31.0,172.0,5.55
Uttarakhand,Rudra prayag,2014.0,Garlic,34.0,49.0,1.44
Uttarakhand,Rudra prayag,2014.0,Ginger,1.0,9.0,9.0
Uttarakhand,Rudra prayag,2014.0,Onion,32.0,177.0,5.53
Uttarakhand,Rudra prayag,2014.0,Pulses_total,632.0,450.0,0.71
Uttarakhand,Rudra prayag,2014.0,Total_foodgrain,30389.0,40411.0,1.33
Uttarakhand,Rudra prayag,2014.0,Turmeric,1.0,2.0,2.0
Uttarakhand,Rudra prayag,2015.0,Garlic,27.0,38.0,1.41
Uttarakhand,Rudra prayag,2015.0,Ginger,1.0,8.0,8.0
Uttarakhand,Rudra prayag,2015.0,Onion,29.0,159.0,5.48
Uttarakhand,Rudra prayag,2016.0,Garlic,30.0,48.0,1.6
Uttarakhand,Rudra prayag,2016.0,Onion,24.0,131.0,5.46
Uttarakhand,Rudra prayag,2017.0,Garlic,28.0,49.0,1.75
Uttarakhand,Rudra prayag,2017.0,Ginger,1.0,10.0,10.0
Uttarakhand,Rudra prayag,2017.0,Onion,8.0,130.0,16.25
Uttarakhand,Rudra prayag,2018.0,Garlic,45.0,54.0,1.2
Uttarakhand,Rudra prayag,2018.0,Ginger,5.0,52.0,10.4
Uttarakhand,Rudra prayag,2018.0,Onion,11.0,179.0,16.27
Uttarakhand,Rudra prayag,2018.0,Turmeric,4.0,9.0,2.25
Uttarakhand,Rudra prayag,2019.0,Garlic,55.0,66.0,1.2
Uttarakhand,Rudra prayag,2019.0,Onion,17.0,277.0,16.29
Uttarakhand,Rudra prayag,2020.0,Garlic,50.0,60.0,1.2
Uttarakhand,Rudra prayag,2020.0,Onion,15.0,208.0,13.87
Uttarakhand,Rudra prayag,2020.0,Turmeric,1.0,2.0,2.0
Uttarakhand,Rudra prayag,2021.0,Garlic,39.0,54.0,1.38
Uttarakhand,Rudra prayag,2021.0,Onion,12.0,164.0,13.67
Uttarakhand,Rudra prayag,2022.0,Onion,18.0,275.0,15.28
Uttarakhand,Tehri garhwal,1997.0,Potato,1464.0,21475.0,14.67
Uttarakhand,Tehri garhwal,1998.0,Onion,111.0,1348.0,12.14
Uttarakhand,Tehri garhwal,1998.0,Potato,1464.0,33404.0,22.82
Uttarakhand,Tehri garhwal,1998.0,Tobacco,21.0,148.0,7.05
Vadodara,2011 - 2012,2000.0,Banana,133500.0,66.75,0.0005
Vadodara,2011 - 2012,2000.0,Coriander,,,300.0
Vadodara,2011 - 2012,2000.0,Dry_chillies,500.0,0.83,0.00166
Vadodara,2011 - 2012,2000.0,Garlic,100.0,1.0,0.01
Vadodara,2011 - 2012,2000.0,Guar_seed,300.0,0.6,0.002
Vadodara,2011 - 2012,2000.0,Potato,6800.0,22.67,0.003333823529411765
Vadodara,2011 - 2012,2000.0,Rice,,,500.0
Vadodara,2011 - 2012,2000.0,Sannhamp,,,100.0
Vadodara,2011 - 2012,2000.0,Sugarcane,317000.0,45.29,0.0001428706624605678
Vaishali,2003 - 2004,2026.0,Banana,29174.0,14.4,0.0004935901830396929
Vaishali,2003 - 2004,2026.0,Black_pepper,,,22.0
Vaishali,2003 - 2004,2026.0,Dry_chillies,12.0,0.55,0.04583333333333334
Vaishali,2003 - 2004,2026.0,Garlic,103.0,1.51,0.014660194174757281
Vaishali,2003 - 2004,2026.0,Ginger,,,238.0
Vaishali,2003 - 2004,2026.0,Onion,1880.0,5.45,179.0
Vaishali,2003 - 2004,2026.0,Potato,44491.0,6.5,0.00014609696343080624
Vaishali,2003 - 2004,2026.0,Sannhamp,,,68.0
Vaishali,2003 - 2004,2026.0,Sugarcane,9510.0,39.96,327.0
Vaishali,2003 - 2004,2026.0,Sweet_potato,4580.0,14.01,0.003058951965065502
Vaishali,2003 - 2004,2026.0,Tobacco,5586.0,1.11,345.0
Vaishali,2003 - 2004,2026.0,Turmeric,39.0,1.0,0.02564102564102564
Vaishali,2003 - 2004,2026.0,other_oilseeds,,,39.0
West Bengal,24 paraganas north,1997.0,Arecanut,1345.0,1274.0,0.95
West Bengal,24 paraganas north,1997.0,ArharTur,45.0,40.0,0.89
West Bengal,24 paraganas north,1997.0,Dry_chillies,3916.0,7706.0,1.97
West Bengal,24 paraganas north,1997.0,Groundnut,1719.0,2840.0,1.65
West Bengal,24 paraganas north,1997.0,Linseed,123.0,20.0,0.16
West Bengal,24 paraganas north,1997.0,Maize,5.0,10.0,2.0
West Bengal,24 paraganas north,1997.0,Potato,6199.0,131431.0,21.2
West Bengal,24 paraganas north,1997.0,Pulses_total,975200.0,595700.0,0.61
West Bengal,24 paraganas north,1997.0,Rapeseed_Mustard,33993.0,25070.0,0.74
West Bengal,24 paraganas north,1997.0,Sesamum,6188.0,3875.0,0.63
West Bengal,24 paraganas north,1997.0,Sugarcane,183.0,12060.0,65.9
West Bengal,24 paraganas north,1997.0,Turmeric,820.0,1701.0,2.07
West Bengal,24 paraganas north,1998.0,Arecanut,1383.0,2196.0,1.59
West Bengal,24 paraganas north,1998.0,Dry_chillies,3416.0,4447.0,1.3
West Bengal,24 paraganas north,1998.0,Groundnut,2110.0,3248.0,1.54
West Bengal,24 paraganas north,1998.0,Potato,7927.0,166929.0,21.06
West Bengal,24 paraganas north,1998.0,Sesamum,2956.0,3035.0,1.03
West Bengal,24 paraganas north,1998.0,Sugarcane,352.0,23160.0,65.8
West Bengal,24 paraganas north,1998.0,Turmeric,822.0,2044.0,2.49
West Bengal,24 paraganas north,1999.0,Arecanut,1410.0,2280.0,1.62
West Bengal,24 paraganas north,1999.0,Sugarcane,1003.0,59461.0,59.28
West Bengal,24 paraganas north,1999.0,Turmeric,864.0,2243.0,2.6
West Bengal,24 paraganas north,2000.0,Arecanut,1405.0,2713.0,1.93
West Bengal,24 paraganas north,2000.0,Dry_chillies,2913.0,3311.0,1.14
West Bengal,24 paraganas north,2000.0,Potato,8452.0,189017.0,22.36
West Bengal,24 paraganas north,2000.0,Sesamum,4191.0,4397.0,1.05
West Bengal,24 paraganas north,2000.0,Sugarcane,1005.0,64640.0,64.32
West Bengal,24 paraganas north,2000.0,Turmeric,815.0,2082.0,2.55
West Bengal,24 paraganas north,2001.0,Arecanut,1452.0,2680.0,1.85
West Bengal,24 paraganas north,2001.0,Dry_chillies,3619.0,5184.0,1.43
West Bengal,24 paraganas north,2001.0,Potato,7067.0,138137.0,19.55
West Bengal,24 paraganas north,2001.0,Sesamum,3032.0,2910.0,0.96
West Bengal,24 paraganas north,2001.0,Sugarcane,2453.0,180124.0,73.43
West Bengal,24 paraganas north,2001.0,Turmeric,833.0,2164.0,2.6
West Bengal,24 paraganas north,2002.0,Arecanut,1486.0,3856.0,2.59
West Bengal,24 paraganas north,2002.0,Sugarcane,407.0,29177.0,71.69
West Bengal,24 paraganas north,2002.0,Turmeric,879.0,2730.0,3.11
West Bengal,24 paraganas north,2003.0,Arecanut,1540.0,4457.0,2.89
West Bengal,24 paraganas north,2003.0,Dry_chillies,4188.0,8685.0,2.07
West Bengal,24 paraganas north,2003.0,Potato,6366.0,144202.0,22.65
West Bengal,24 paraganas north,2003.0,Sesamum,4705.0,4883.0,1.04
West Bengal,24 paraganas north,2003.0,Sugarcane,482.0,36632.0,76.0
West Bengal,24 paraganas north,2003.0,Turmeric,926.0,2845.0,3.07
West Bengal,24 paraganas north,2004.0,Dry_chillies,4034.0,8520.0,2.11
West Bengal,24 paraganas north,2004.0,Groundnut,1030.0,1662.0,1.61
West Bengal,24 paraganas north,2004.0,Potato,5981.0,126037.0,21.07
West Bengal,24 paraganas north,2004.0,Sesamum,5852.0,6266.0,1.07
West Bengal,24 paraganas north,2004.0,Sugarcane,317.0,23086.0,72.83
West Bengal,24 paraganas north,2004.0,Turmeric,1012.0,3231.0,3.19
West Bengal,24 paraganas north,2005.0,Arecanut,1597.0,8189.0,5.13
West Bengal,24 paraganas north,2005.0,Dry_chillies,3244.0,5551.0,1.71
West Bengal,24 paraganas north,2005.0,Groundnut,1384.0,2216.0,1.6
West Bengal,24 paraganas north,2005.0,Potato,5747.0,127290.0,22.15
West Bengal,24 paraganas north,2005.0,Sesamum,9343.0,9526.0,1.02
West Bengal,24 paraganas north,2005.0,Sugarcane,503.0,38390.0,76.32
West Bengal,24 paraganas north,2005.0,Turmeric,924.0,3033.0,3.28
West Bengal,24 paraganas north,2006.0,Arecanut,1627.0,1775.0,1.09
West Bengal,24 paraganas north,2006.0,Dry_chillies,3293.0,7984.0,2.42
West Bengal,24 paraganas north,2006.0,Groundnut,1673.0,2926.0,1.75
West Bengal,24 paraganas north,2006.0,Potato,6619.0,113971.0,17.22
West Bengal,24 paraganas north,2006.0,Sesamum,10542.0,12297.0,1.17
West Bengal,24 paraganas north,2006.0,Sugarcane,403.0,27386.0,67.96
West Bengal,24 paraganas north,2006.0,Turmeric,1042.0,3407.0,3.27
West Bengal,24 paraganas north,2007.0,Arecanut,1673.0,4454.0,2.66
West Bengal,24 paraganas north,2007.0,Dry_chillies,4987.0,8375.0,1.68
West Bengal,24 paraganas north,2007.0,Potato,10706.0,233062.0,21.77
West Bengal,24 paraganas north,2007.0,Sugarcane,447.0,49358.0,110.42
West Bengal,24 paraganas north,2007.0,Turmeric,1285.0,3742.0,2.91
West Bengal,24 paraganas north,2008.0,Arecanut,1673.0,4454.0,2.66
West Bengal,24 paraganas north,2008.0,Dry_chillies,4987.0,8475.0,1.7
West Bengal,24 paraganas north,2008.0,Potato,6914.0,126976.0,18.37
West Bengal,24 paraganas north,2008.0,Sugarcane,403.0,35362.0,87.75
West Bengal,24 paraganas north,2008.0,Turmeric,1285.0,3742.0,2.91
West Bengal,24 paraganas north,2009.0,Sugarcane,376.0,17705.0,47.09
West Bengal,24 paraganas north,2010.0,Sugarcane,824.0,66901.0,81.19
West Bengal,24 paraganas north,2011.0,Sugarcane,453.0,38809.0,85.67
West Bengal,24 paraganas north,2012.0,Sugarcane,714.0,72345.0,101.32
West Bengal,24 paraganas north,2013.0,Sugarcane,1781.0,178513.0,100.23
West Bengal,24 paraganas north,2014.0,Sugarcane,885.0,82334.0,93.03
West Bengal,24 paraganas north,2015.0,Sugarcane,1046.0,70206.0,67.12
West Bengal,24 paraganas north,2016.0,Sugarcane,1944.0,143226.0,73.68
West Bengal,24 paraganas north,2017.0,Sugarcane,1639.0,143425.0,87.51
West Bengal,24 paraganas north,2018.0,Sugarcane,2079.0,174121.0,83.75
West Bengal,24 paraganas north,2019.0,Sugarcane,1370.0,109079.0,79.62
West Bengal,24 paraganas north,2020.0,Sugarcane,1634.0,122843.0,75.18
West Bengal,24 paraganas north,2021.0,Sugarcane,1718.0,139694.0,81.31
West Bengal,24 paraganas north,2022.0,Sugarcane,1711.0,133538.0,78.05
West Bengal,24 paraganas south,1997.0,Arecanut,810.0,1620.0,2.0
West Bengal,24 paraganas south,1997.0,Dry_chillies,17998.0,8906.0,0.49
West Bengal,24 paraganas south,1997.0,Groundnut,73.0,46.0,0.63
West Bengal,24 paraganas south,1997.0,Potato,1446.0,27504.0,19.02
West Bengal,24 paraganas south,1997.0,Pulses_total,509600.0,303400.0,0.6
West Bengal,24 paraganas south,1997.0,Rapeseed_Mustard,4519.0,3290.0,0.73
West Bengal,24 paraganas south,1997.0,Sesamum,1487.0,1520.0,1.02
West Bengal,24 paraganas south,1997.0,Sugarcane,35.0,2310.0,66.0
West Bengal,24 paraganas south,1997.0,Sunflower,278.0,1.0,0.0
West Bengal,24 paraganas south,1997.0,Turmeric,240.0,144.0,0.6
West Bengal,24 paraganas south,1998.0,Arecanut,810.0,1620.0,2.0
West Bengal,24 paraganas south,1998.0,Dry_chillies,17302.0,6442.0,0.37
West Bengal,24 paraganas south,1998.0,Groundnut,69.0,62.0,0.9
West Bengal,24 paraganas south,1998.0,Potato,1286.0,19604.0,15.24
West Bengal,24 paraganas south,1998.0,Sesamum,1610.0,1710.0,1.06
West Bengal,24 paraganas south,1998.0,Sugarcane,308.0,20270.0,65.81
West Bengal,24 paraganas south,1998.0,Turmeric,350.0,210.0,0.6
West Bengal,24 paraganas south,1999.0,Arecanut,810.0,1620.0,2.0
West Bengal,24 paraganas south,1999.0,Sugarcane,28.0,1660.0,59.29
West Bengal,24 paraganas south,1999.0,Turmeric,389.0,214.0,0.55
West Bengal,24 paraganas south,2000.0,Arecanut,760.0,570.0,0.75
West Bengal,24 paraganas south,2000.0,Dry_chillies,14627.0,7668.0,0.52
West Bengal,24 paraganas south,2000.0,Potato,3830.0,78595.0,20.52
West Bengal,24 paraganas south,2000.0,Sesamum,2994.0,2417.0,0.81
West Bengal,24 paraganas south,2000.0,Sugarcane,27.0,1740.0,64.44
West Bengal,24 paraganas south,2000.0,Turmeric,500.0,300.0,0.6
West Bengal,24 paraganas south,2001.0,Arecanut,875.0,1575.0,1.8
West Bengal,24 paraganas south,2001.0,Dry_chillies,12229.0,7582.0,0.62
West Bengal,24 paraganas south,2001.0,Potato,4269.0,83509.0,19.56
West Bengal,24 paraganas south,2001.0,Sesamum,960.0,1249.0,1.3
West Bengal,24 paraganas south,2001.0,Sugarcane,58.0,4259.0,73.43
West Bengal,24 paraganas south,2001.0,Turmeric,236.0,142.0,0.6
West Bengal,24 paraganas south,2002.0,Arecanut,889.0,1645.0,1.85
West Bengal,24 paraganas south,2002.0,Sugarcane,214.0,15341.0,71.69
West Bengal,24 paraganas south,2002.0,Turmeric,450.0,450.0,1.0
West Bengal,24 paraganas south,2003.0,Arecanut,880.0,1760.0,2.0
West Bengal,24 paraganas south,2003.0,Dry_chillies,10348.0,12651.0,1.22
West Bengal,24 paraganas south,2003.0,Potato,3663.0,75515.0,20.62
West Bengal,24 paraganas south,2003.0,Sesamum,2139.0,2052.0,0.96
West Bengal,24 paraganas south,2003.0,Sugarcane,205.0,22922.0,111.81
West Bengal,24 paraganas south,2003.0,Turmeric,485.0,970.0,2.0
West Bengal,24 paraganas south,2004.0,Dry_chillies,1252.0,1306.0,1.04
West Bengal,24 paraganas south,2004.0,Groundnut,154.0,206.0,1.34
West Bengal,24 paraganas south,2004.0,Potato,3243.0,74523.0,22.98
West Bengal,24 paraganas south,2004.0,Sesamum,2234.0,3174.0,1.42
West Bengal,24 paraganas south,2004.0,Sugarcane,47.0,3423.0,72.83
West Bengal,24 paraganas south,2004.0,Turmeric,518.0,1088.0,2.1
West Bengal,24 paraganas south,2005.0,Arecanut,777.0,1249.0,1.61
West Bengal,24 paraganas south,2005.0,Dry_chillies,1199.0,1302.0,1.09
West Bengal,24 paraganas south,2005.0,Groundnut,458.0,455.0,0.99
West Bengal,24 paraganas south,2005.0,Potato,2096.0,32909.0,15.7
West Bengal,24 paraganas south,2005.0,Sesamum,1579.0,1872.0,1.19
West Bengal,24 paraganas south,2005.0,Sugarcane,59.0,4503.0,76.32
West Bengal,24 paraganas south,2005.0,Turmeric,530.0,1086.0,2.05
West Bengal,24 paraganas south,2006.0,Arecanut,798.0,1286.0,1.61
West Bengal,24 paraganas south,2006.0,Dry_chillies,1235.0,1453.0,1.18
West Bengal,24 paraganas south,2006.0,Groundnut,177.0,162.0,0.92
West Bengal,24 paraganas south,2006.0,Potato,4139.0,62835.0,15.18
West Bengal,24 paraganas south,2006.0,Sesamum,1468.0,2016.0,1.37
West Bengal,24 paraganas south,2006.0,Sugarcane,51.0,3466.0,67.96
West Bengal,24 paraganas south,2006.0,Turmeric,555.0,1113.0,2.01
West Bengal,24 paraganas south,2007.0,Arecanut,905.0,1295.0,1.43
West Bengal,24 paraganas south,2007.0,Dry_chillies,4847.0,10715.0,2.21
West Bengal,24 paraganas south,2007.0,Potato,2798.0,49465.0,17.68
West Bengal,24 paraganas south,2007.0,Sugarcane,56.0,6184.0,110.43
West Bengal,24 paraganas south,2007.0,Turmeric,648.0,2050.0,3.16
West Bengal,24 paraganas south,2008.0,Arecanut,915.0,1295.0,1.42
West Bengal,24 paraganas south,2008.0,Dry_chillies,4847.0,10715.0,2.21
West Bengal,24 paraganas south,2008.0,Potato,2587.0,47973.0,18.54
West Bengal,24 paraganas south,2008.0,Sugarcane,19.0,1667.0,87.74
West Bengal,24 paraganas south,2008.0,Turmeric,648.0,2050.0,3.16
West Bengal,24 paraganas south,2009.0,Sugarcane,76.0,3579.0,47.09
West Bengal,24 paraganas south,2010.0,Sugarcane,28.0,2273.0,81.18
West Bengal,24 paraganas south,2011.0,Sugarcane,86.0,7368.0,85.67
West Bengal,24 paraganas south,2012.0,Sugarcane,74.0,7498.0,101.32
West Bengal,24 paraganas south,2013.0,Sugarcane,27.0,2706.0,100.22
West Bengal,24 paraganas south,2014.0,Sugarcane,26.0,2419.0,93.04
West Bengal,24 paraganas south,2015.0,Sugarcane,24.0,1611.0,67.13
West Bengal,24 paraganas south,2016.0,Sugarcane,33.0,2431.0,73.67
West Bengal,24 paraganas south,2017.0,Sugarcane,41.0,3588.0,87.51
West Bengal,24 paraganas south,2018.0,Sugarcane,98.0,8208.0,83.76
West Bengal,24 paraganas south,2019.0,Sugarcane,54.0,4299.0,79.61
West Bengal,24 paraganas south,2020.0,Sugarcane,43.0,3233.0,75.19
West Bengal,24 paraganas south,2021.0,Sugarcane,83.0,6749.0,81.31
West Bengal,24 paraganas south,2022.0,Sugarcane,94.0,7336.0,78.04
West Bengal,Alipurduar,2016.0,Sugarcane,6.0,442.0,73.67
West Bengal,Alipurduar,2016.0,Tobacco,345.0,578.0,1.68
West Bengal,Alipurduar,2017.0,Sugarcane,6.0,525.0,87.5
West Bengal,Alipurduar,2018.0,Sugarcane,35.0,2931.0,83.74
West Bengal,Alipurduar,2018.0,Tobacco,2.0,3.0,1.5
West Bengal,Alipurduar,2019.0,Sugarcane,80.0,6370.0,79.63
West Bengal,Alipurduar,2020.0,Sugarcane,62.0,4661.0,75.18
West Bengal,Alipurduar,2021.0,Sugarcane,36.0,2927.0,81.31
West Bengal,Alipurduar,2022.0,Sugarcane,56.0,4371.0,78.05
West Bengal,Bankura,1997.0,Arecanut,5.0,12.0,2.4
West Bengal,Bankura,1997.0,ArharTur,205.0,110.0,0.54
West Bengal,Bankura,1997.0,Dry_chillies,1325.0,1089.0,0.82
West Bengal,Bankura,1997.0,Groundnut,574.0,558.0,0.97
West Bengal,Bankura,1997.0,Jowar,155.0,74.0,0.48
West Bengal,Bankura,1997.0,Linseed,527.0,50.0,0.09
West Bengal,Bankura,1997.0,Maize,500.0,380.0,0.76
West Bengal,Bankura,1997.0,Niger_seed,65.0,20.0,0.31
West Bengal,Bankura,1997.0,Potato,18942.0,387721.0,20.47
West Bengal,Bankura,1997.0,Pulses_total,251500.0,125400.0,0.5
West Bengal,Bankura,1997.0,Rapeseed_Mustard,12312.0,8060.0,0.65
West Bengal,Bankura,1997.0,Safflower,200.0,100.0,0.5
West Bengal,Bankura,1997.0,Sannhamp,449.0,1998.0,4.45
West Bengal,Bankura,1997.0,Sesamum,18319.0,12493.0,0.68
West Bengal,Bankura,1997.0,Small_millets,265.0,104.0,0.39
West Bengal,Bankura,1997.0,Sugarcane,468.0,39520.0,84.44
West Bengal,Bankura,1997.0,Turmeric,175.0,261.0,1.49
West Bengal,Bankura,1998.0,Arecanut,4.0,,0.0
West Bengal,Bankura,1998.0,Dry_chillies,1474.0,1283.0,0.87
West Bengal,Bankura,1998.0,Groundnut,310.0,229.0,0.74
West Bengal,Bankura,1998.0,Potato,25576.0,530695.0,20.75
West Bengal,Bankura,1998.0,Sannhamp,90.0,212.0,2.36
West Bengal,Bankura,1998.0,Sesamum,17011.0,9656.0,0.57
West Bengal,Bankura,1998.0,Sugarcane,364.0,32610.0,89.59
West Bengal,Bankura,1998.0,Turmeric,186.0,284.0,1.53
West Bengal,Bankura,1999.0,Arecanut,4.0,8.0,2.0
West Bengal,Bankura,1999.0,Sugarcane,297.0,28838.0,97.1
West Bengal,Bankura,1999.0,Tobacco,36.0,8.0,0.22
West Bengal,Bankura,1999.0,Turmeric,262.0,52.0,0.2
West Bengal,Bankura,2000.0,Arecanut,4.0,8.0,2.0
West Bengal,Bankura,2000.0,Dry_chillies,1318.0,1193.0,0.91
West Bengal,Bankura,2000.0,Potato,21458.0,571263.0,26.62
West Bengal,Bankura,2000.0,Sannhamp,282.0,1590.0,5.64
West Bengal,Bankura,2000.0,Sesamum,13138.0,7972.0,0.61
West Bengal,Bankura,2000.0,Sugarcane,24.0,1730.0,72.08
West Bengal,Bankura,2000.0,Tobacco,36.0,8.0,0.22
West Bengal,Bankura,2000.0,Turmeric,232.0,472.0,2.03
West Bengal,Bankura,2001.0,Arecanut,4.0,8.0,2.0
West Bengal,Bankura,2001.0,Dry_chillies,1547.0,1475.0,0.95
West Bengal,Bankura,2001.0,Potato,19959.0,522893.0,26.2
West Bengal,Bankura,2001.0,Sannhamp,434.0,2205.0,5.08
West Bengal,Bankura,2001.0,Sesamum,11829.0,7739.0,0.65
West Bengal,Bankura,2001.0,Sugarcane,12.0,1184.0,98.67
West Bengal,Bankura,2001.0,Tobacco,54.0,26.0,0.48
West Bengal,Bankura,2001.0,Turmeric,246.0,485.0,1.97
West Bengal,Bankura,2002.0,Arecanut,5.0,92.0,18.4
West Bengal,Bankura,2002.0,Sannhamp,337.0,1618.0,4.8
West Bengal,Bankura,2002.0,Sugarcane,13.0,722.0,55.54
West Bengal,Bankura,2002.0,Tobacco,41.0,30.0,0.73
West Bengal,Bankura,2002.0,Turmeric,247.0,509.0,2.06
West Bengal,Bankura,2003.0,Arecanut,20.0,58.0,2.9
West Bengal,Bankura,2003.0,Dry_chillies,1537.0,1665.0,1.08
West Bengal,Bankura,2003.0,Potato,15673.0,370718.0,23.65
West Bengal,Bankura,2003.0,Sannhamp,230.0,1194.0,5.19
West Bengal,Bankura,2003.0,Sesamum,36416.0,24881.0,0.68
West Bengal,Bankura,2003.0,Sugarcane,8.0,565.0,70.63
West Bengal,Bankura,2003.0,Tobacco,39.0,33.0,0.85
West Bengal,Bankura,2003.0,Turmeric,257.0,509.0,1.98
West Bengal,Bankura,2004.0,Dry_chillies,1444.0,1381.0,0.96
West Bengal,Bankura,2004.0,Groundnut,279.0,331.0,1.19
West Bengal,Bankura,2004.0,Potato,25872.0,539008.0,20.83
West Bengal,Bankura,2004.0,Sannhamp,230.0,1127.0,4.9
West Bengal,Bankura,2004.0,Sesamum,19478.0,11338.0,0.58
West Bengal,Bankura,2004.0,Sugarcane,18.0,988.0,54.89
West Bengal,Bankura,2004.0,Tobacco,52.0,38.0,0.73
West Bengal,Bankura,2004.0,Turmeric,292.0,512.0,1.75
West Bengal,Bankura,2005.0,Arecanut,30.0,31.0,1.03
West Bengal,Bankura,2005.0,Dry_chillies,1367.0,1661.0,1.22
West Bengal,Bankura,2005.0,Groundnut,166.0,239.0,1.44
West Bengal,Bankura,2005.0,Potato,28054.0,650235.0,23.18
West Bengal,Bankura,2005.0,Sannhamp,189.0,1004.0,5.31
West Bengal,Bankura,2005.0,Sesamum,15427.0,11285.0,0.73
West Bengal,Bankura,2005.0,Sugarcane,13.0,573.0,44.08
West Bengal,Bankura,2005.0,Tobacco,46.0,37.0,0.8
West Bengal,Bankura,2005.0,Turmeric,289.0,510.0,1.76
West Bengal,Bankura,2006.0,Arecanut,34.0,28.0,0.82
West Bengal,Bankura,2006.0,Dry_chillies,1534.0,1656.0,1.08
West Bengal,Bankura,2006.0,Groundnut,248.0,338.0,1.36
West Bengal,Bankura,2006.0,Potato,35619.0,456376.0,12.81
West Bengal,Bankura,2006.0,Sannhamp,207.0,1002.0,4.84
West Bengal,Bankura,2006.0,Sesamum,31294.0,19677.0,0.63
West Bengal,Bankura,2006.0,Sugarcane,9.0,662.0,73.56
West Bengal,Bankura,2006.0,Tobacco,33.0,35.0,1.06
West Bengal,Bankura,2006.0,Turmeric,295.0,449.0,1.52
West Bengal,Bankura,2007.0,Arecanut,34.0,28.0,0.82
West Bengal,Bankura,2007.0,Dry_chillies,1534.0,1656.0,1.08
West Bengal,Bankura,2007.0,Potato,41900.0,941729.0,22.48
West Bengal,Bankura,2007.0,Sugarcane,14.0,1093.0,78.07
West Bengal,Bankura,2007.0,Tobacco,39.0,41.0,1.05
West Bengal,Bankura,2007.0,Turmeric,295.0,449.0,1.52
West Bengal,Bankura,2008.0,Arecanut,34.0,28.0,0.82
West Bengal,Bankura,2008.0,Dry_chillies,1534.0,1676.0,1.09
West Bengal,Bankura,2008.0,Potato,32649.0,233454.0,7.15
West Bengal,Bankura,2008.0,Sugarcane,26.0,3169.0,121.88
