crop,soil_type,nitrogen_kg_per_hectare,phosphorus_kg_per_hectare,potassium_kg_per_hectare,npk_ratio,primary_fertilizer,primary_fertilizer_kg_per_hectare,organic_manure,organic_manure_kg_per_hectare,secondary_nutrients,micronutrients,application_timing,total_cost_per_hectare,expected_yield_increase_percent,season,recommendation_source
cumin_medicinal,black_cotton,39,78,113,39-78-113,NPK 20-20-20,195,Vermicompost,9000,"S: 10, Ca: 92, Mg: 11","Zn: 4, Fe: 7, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,25670,26,rabi,Agricultural University Guidelines
cumin_medicinal,red_yellow,52,84,123,52-84-123,DAP,288,Poultry Manure,11000,"S: 17, Ca: 111, Mg: 24","Zn: 7, Fe: 5, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52093,26,kharif,Agricultural University Guidelines
cumin_medicinal,laterite,57,91,113,57-91-113,Urea,123,Compost,12000,"S: 16, Ca: 68, Mg: 22","Zn: 4, Fe: 5, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38723,37,both,Agricultural University Guidelines
cumin_medicinal,desert,48,65,92,48-65-92,NPK 19-19-19,252,Neem Cake,13000,"S: 16, Ca: 60, Mg: 11","Zn: 5, Fe: 6, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47118,20,kharif,Agricultural University Guidelines
cumin_medicinal,mountain,52,71,103,52-71-103,CAN,200,Vermicompost,10000,"S: 20, Ca: 85, Mg: 24","Zn: 6, Fe: 7, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,45026,39,kharif,Agricultural University Guidelines
cumin_medicinal,coastal,48,65,133,48-65-133,NPK 20-20-20,240,Poultry Manure,10000,"S: 12, Ca: 80, Mg: 27","Zn: 7, Fe: 12, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33756,23,rabi,Agricultural University Guidelines
cumin_medicinal,hill,48,71,103,48-71-103,SSP,443,Neem Cake,10000,"S: 11, Ca: 124, Mg: 16","Zn: 5, Fe: 12, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47978,28,rabi,Agricultural University Guidelines
cumin_medicinal,forest,44,78,103,44-78-103,DAP,244,Poultry Manure,7000,"S: 15, Ca: 60, Mg: 19","Zn: 3, Fe: 6, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,28676,34,perennial,Agricultural University Guidelines
coriander_medicinal,alluvial,83,58,69,83-58-69,NPK 20-20-20,415,Compost,12000,"S: 20, Ca: 83, Mg: 27","Zn: 4, Fe: 14, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,32456,38,rabi,Agricultural University Guidelines
coriander_medicinal,black_cotton,74,69,75,74-69-75,Urea,160,Poultry Manure,13000,"S: 11, Ca: 140, Mg: 24","Zn: 5, Fe: 5, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,64361,21,rabi,Agricultural University Guidelines
coriander_medicinal,red_yellow,99,75,82,99-75-82,NPK 19-19-19,521,FYM,15000,"S: 17, Ca: 95, Mg: 10","Zn: 7, Fe: 7, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,73173,17,rabi,Agricultural University Guidelines
coriander_medicinal,laterite,107,81,75,107-81-75,Urea,232,Neem Cake,16000,"S: 13, Ca: 133, Mg: 15","Zn: 7, Fe: 7, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,45777,25,perennial,Agricultural University Guidelines
coriander_medicinal,desert,91,58,62,91-58-62,MOP,103,FYM,18000,"S: 21, Ca: 108, Mg: 18","Zn: 5, Fe: 11, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,63881,33,rabi,Agricultural University Guidelines
coriander_medicinal,mountain,99,63,69,99-63-69,NPK 19-19-19,521,FYM,14000,"S: 11, Ca: 93, Mg: 20","Zn: 4, Fe: 6, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,73679,18,both,Agricultural University Guidelines
coriander_medicinal,coastal,91,58,89,91-58-89,MOP,148,Poultry Manure,14000,"S: 15, Ca: 148, Mg: 23","Zn: 5, Fe: 6, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53267,24,both,Agricultural University Guidelines
coriander_medicinal,hill,91,63,69,91-63-69,NPK 19-19-19,478,FYM,14000,"S: 22, Ca: 98, Mg: 18","Zn: 5, Fe: 9, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,80585,29,perennial,Agricultural University Guidelines
coriander_medicinal,forest,83,69,69,83-69-69,Urea,180,Poultry Manure,9000,"S: 12, Ca: 147, Mg: 19","Zn: 7, Fe: 5, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,42191,17,perennial,Agricultural University Guidelines
fennel_medicinal,alluvial,93,43,59,93-43-59,NPK 20-20-20,465,Neem Cake,15000,"S: 22, Ca: 100, Mg: 15","Zn: 3, Fe: 10, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,68124,23,perennial,Agricultural University Guidelines
fennel_medicinal,black_cotton,83,51,64,83-51-64,SSP,318,Poultry Manure,16000,"S: 21, Ca: 140, Mg: 21","Zn: 5, Fe: 10, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,59089,39,rabi,Agricultural University Guidelines
fennel_medicinal,red_yellow,111,55,70,111-55-70,NPK 19-19-19,584,Poultry Manure,19000,"S: 12, Ca: 93, Mg: 29","Zn: 5, Fe: 5, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,75605,22,rabi,Agricultural University Guidelines
fennel_medicinal,laterite,120,60,64,120-60-64,SSP,375,Compost,21000,"S: 22, Ca: 96, Mg: 25","Zn: 4, Fe: 10, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,108535,16,both,Agricultural University Guidelines
fennel_medicinal,desert,102,43,53,102-43-53,NPK 20-20-20,510,Compost,22000,"S: 23, Ca: 62, Mg: 29","Zn: 5, Fe: 10, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,104401,21,rabi,Agricultural University Guidelines
fennel_medicinal,mountain,111,47,59,111-47-59,NPK 19-19-19,584,FYM,18000,"S: 16, Ca: 78, Mg: 12","Zn: 3, Fe: 6, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,67181,30,kharif,Agricultural University Guidelines
fennel_medicinal,coastal,102,43,76,102-43-76,NPK 20-20-20,510,Poultry Manure,18000,"S: 13, Ca: 129, Mg: 10","Zn: 6, Fe: 11, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,97878,35,perennial,Agricultural University Guidelines
fennel_medicinal,hill,102,47,59,102-47-59,NPK 19-19-19,536,Poultry Manure,18000,"S: 14, Ca: 147, Mg: 21","Zn: 3, Fe: 14, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,69085,20,rabi,Agricultural University Guidelines
fennel_medicinal,forest,93,51,59,93-51-59,CAN,357,Compost,12000,"S: 15, Ca: 88, Mg: 12","Zn: 3, Fe: 13, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,61278,24,perennial,Agricultural University Guidelines
ajwain_medicinal,alluvial,94,41,57,94-41-57,Urea,204,Neem Cake,15000,"S: 13, Ca: 114, Mg: 26","Zn: 5, Fe: 12, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,45610,24,perennial,Agricultural University Guidelines
ajwain_medicinal,black_cotton,84,49,62,84-49-62,CAN,323,Compost,16000,"S: 11, Ca: 85, Mg: 14","Zn: 6, Fe: 13, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,70876,21,perennial,Agricultural University Guidelines
ajwain_medicinal,red_yellow,112,53,68,112-53-68,SSP,331,Vermicompost,19000,"S: 24, Ca: 65, Mg: 29","Zn: 4, Fe: 10, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,86639,31,rabi,Agricultural University Guidelines
ajwain_medicinal,laterite,122,57,62,122-57-62,DAP,677,Neem Cake,21000,"S: 19, Ca: 101, Mg: 22","Zn: 7, Fe: 11, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,119233,35,rabi,Agricultural University Guidelines
ajwain_medicinal,desert,103,41,51,103-41-51,MOP,85,FYM,22000,"S: 17, Ca: 101, Mg: 10","Zn: 6, Fe: 6, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,85187,35,kharif,Agricultural University Guidelines
ajwain_medicinal,mountain,112,45,57,112-45-57,MOP,95,FYM,18000,"S: 15, Ca: 108, Mg: 13","Zn: 4, Fe: 6, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,87850,24,rabi,Agricultural University Guidelines
ajwain_medicinal,coastal,103,41,74,103-41-74,NPK 20-20-20,515,FYM,18000,"S: 13, Ca: 99, Mg: 26","Zn: 7, Fe: 10, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,91818,23,rabi,Agricultural University Guidelines
ajwain_medicinal,hill,103,45,57,103-45-57,MOP,95,Vermicompost,18000,"S: 16, Ca: 140, Mg: 19","Zn: 6, Fe: 5, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,82881,39,kharif,Agricultural University Guidelines
ajwain_medicinal,forest,94,49,57,94-49-57,SSP,306,Compost,12000,"S: 23, Ca: 61, Mg: 10","Zn: 3, Fe: 6, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55291,38,perennial,Agricultural University Guidelines
black_seed_nigella,alluvial,80,69,49,80-69-49,Urea,173,Compost,15000,"S: 19, Ca: 88, Mg: 26","Zn: 6, Fe: 9, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,70820,38,kharif,Agricultural University Guidelines
black_seed_nigella,black_cotton,72,82,53,72-82-53,CAN,276,Vermicompost,16000,"S: 21, Ca: 50, Mg: 10","Zn: 6, Fe: 7, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53338,32,perennial,Agricultural University Guidelines
black_seed_nigella,red_yellow,96,89,58,96-89-58,NPK 20-20-20,480,Compost,19000,"S: 19, Ca: 53, Mg: 20","Zn: 3, Fe: 8, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,56261,25,both,Agricultural University Guidelines
black_seed_nigella,laterite,104,96,53,104-96-53,SSP,600,Neem Cake,21000,"S: 24, Ca: 138, Mg: 28","Zn: 6, Fe: 13, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,79165,16,rabi,Agricultural University Guidelines
black_seed_nigella,desert,88,69,44,88-69-44,NPK 19-19-19,463,Vermicompost,22000,"S: 14, Ca: 50, Mg: 13","Zn: 4, Fe: 8, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,65778,36,perennial,Agricultural University Guidelines
black_seed_nigella,mountain,96,75,49,96-75-49,SSP,468,Compost,18000,"S: 13, Ca: 103, Mg: 24","Zn: 6, Fe: 11, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,91569,34,rabi,Agricultural University Guidelines
black_seed_nigella,coastal,88,69,63,88-69-63,MOP,105,Poultry Manure,18000,"S: 22, Ca: 99, Mg: 28","Zn: 5, Fe: 14, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,50345,34,both,Agricultural University Guidelines
black_seed_nigella,hill,88,75,49,88-75-49,CAN,338,Poultry Manure,18000,"S: 23, Ca: 77, Mg: 20","Zn: 6, Fe: 10, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,98111,36,rabi,Agricultural University Guidelines
black_seed_nigella,forest,80,82,49,80-82-49,Urea,173,Compost,12000,"S: 18, Ca: 104, Mg: 12","Zn: 6, Fe: 9, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,61528,28,rabi,Agricultural University Guidelines
shatavari,alluvial,108,58,72,108-58-72,NPK 19-19-19,568,Neem Cake,9000,"S: 11, Ca: 93, Mg: 22","Zn: 7, Fe: 8, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46529,39,both,Agricultural University Guidelines
shatavari,black_cotton,97,69,79,97-69-79,Urea,210,Poultry Manure,9000,"S: 22, Ca: 117, Mg: 16","Zn: 4, Fe: 13, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33249,39,perennial,Agricultural University Guidelines
shatavari,red_yellow,129,75,86,129-75-86,NPK 19-19-19,678,FYM,11000,"S: 20, Ca: 83, Mg: 22","Zn: 5, Fe: 5, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,59017,30,rabi,Agricultural University Guidelines
shatavari,laterite,140,81,79,140-81-79,CAN,538,FYM,12000,"S: 21, Ca: 55, Mg: 28","Zn: 7, Fe: 14, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,48804,30,kharif,Agricultural University Guidelines
shatavari,desert,118,58,64,118-58-64,MOP,106,Vermicompost,13000,"S: 15, Ca: 122, Mg: 10","Zn: 3, Fe: 14, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,59178,17,perennial,Agricultural University Guidelines
shatavari,mountain,129,63,72,129-63-72,Urea,280,Compost,10000,"S: 24, Ca: 51, Mg: 13","Zn: 6, Fe: 11, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44347,23,kharif,Agricultural University Guidelines
shatavari,coastal,118,58,93,118-58-93,Urea,256,Neem Cake,10000,"S: 19, Ca: 104, Mg: 24","Zn: 5, Fe: 5, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52404,15,perennial,Agricultural University Guidelines
shatavari,hill,118,63,72,118-63-72,Urea,256,Vermicompost,10000,"S: 22, Ca: 87, Mg: 24","Zn: 5, Fe: 6, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,29777,26,kharif,Agricultural University Guidelines
shatavari,forest,108,69,72,108-69-72,MOP,120,FYM,7000,"S: 11, Ca: 105, Mg: 19","Zn: 6, Fe: 14, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,25843,33,perennial,Agricultural University Guidelines
safed_musli,alluvial,78,60,44,78-60-44,Urea,169,Vermicompost,11000,"S: 24, Ca: 102, Mg: 14","Zn: 4, Fe: 13, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,27085,15,kharif,Agricultural University Guidelines
safed_musli,black_cotton,70,72,48,70-72-48,CAN,269,Poultry Manure,12000,"S: 18, Ca: 52, Mg: 19","Zn: 6, Fe: 12, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,45353,15,rabi,Agricultural University Guidelines
safed_musli,red_yellow,93,78,52,93-78-52,NPK 20-20-20,465,Poultry Manure,14000,"S: 23, Ca: 123, Mg: 10","Zn: 3, Fe: 7, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,61550,19,perennial,Agricultural University Guidelines
safed_musli,laterite,101,84,48,101-84-48,NPK 20-20-20,505,Vermicompost,15000,"S: 24, Ca: 128, Mg: 19","Zn: 3, Fe: 13, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,70082,30,both,Agricultural University Guidelines
safed_musli,desert,85,60,39,85-60-39,CAN,326,Vermicompost,16000,"S: 17, Ca: 93, Mg: 17","Zn: 5, Fe: 7, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,77413,24,rabi,Agricultural University Guidelines
safed_musli,mountain,93,66,44,93-66-44,CAN,357,Poultry Manure,13000,"S: 10, Ca: 78, Mg: 14","Zn: 7, Fe: 7, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,62182,28,kharif,Agricultural University Guidelines
safed_musli,coastal,85,60,57,85-60-57,DAP,472,Poultry Manure,13000,"S: 12, Ca: 122, Mg: 24","Zn: 4, Fe: 11, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,69418,26,kharif,Agricultural University Guidelines
safed_musli,hill,85,66,44,85-66-44,NPK 19-19-19,447,FYM,13000,"S: 15, Ca: 87, Mg: 19","Zn: 4, Fe: 7, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,64025,38,both,Agricultural University Guidelines
safed_musli,forest,78,72,44,78-72-44,CAN,300,FYM,8000,"S: 23, Ca: 52, Mg: 25","Zn: 7, Fe: 10, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,31975,22,kharif,Agricultural University Guidelines
chitrak,alluvial,93,45,75,93-45-75,SSP,281,FYM,12000,"S: 15, Ca: 137, Mg: 14","Zn: 4, Fe: 10, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,60214,27,both,Agricultural University Guidelines
chitrak,black_cotton,83,54,82,83-54-82,MOP,136,Poultry Manure,13000,"S: 22, Ca: 117, Mg: 12","Zn: 6, Fe: 14, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,41443,34,kharif,Agricultural University Guidelines
chitrak,red_yellow,111,58,90,111-58-90,MOP,150,FYM,15000,"S: 19, Ca: 103, Mg: 14","Zn: 5, Fe: 13, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44259,36,rabi,Agricultural University Guidelines
chitrak,laterite,120,62,82,120-62-82,NPK 20-20-20,600,FYM,16000,"S: 21, Ca: 110, Mg: 10","Zn: 6, Fe: 11, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,83043,37,both,Agricultural University Guidelines
chitrak,desert,102,45,67,102-45-67,CAN,392,FYM,18000,"S: 10, Ca: 73, Mg: 15","Zn: 3, Fe: 7, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,82317,25,kharif,Agricultural University Guidelines
chitrak,mountain,111,49,75,111-49-75,CAN,426,FYM,14000,"S: 24, Ca: 140, Mg: 11","Zn: 5, Fe: 5, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,68589,15,kharif,Agricultural University Guidelines
chitrak,coastal,102,45,97,102-45-97,DAP,566,Poultry Manure,14000,"S: 24, Ca: 74, Mg: 19","Zn: 3, Fe: 11, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53686,32,rabi,Agricultural University Guidelines
chitrak,hill,102,49,75,102-49-75,MOP,125,Neem Cake,14000,"S: 15, Ca: 137, Mg: 17","Zn: 3, Fe: 8, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46112,17,rabi,Agricultural University Guidelines
chitrak,forest,93,54,75,93-54-75,CAN,357,Poultry Manure,9000,"S: 14, Ca: 106, Mg: 28","Zn: 5, Fe: 10, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47469,39,kharif,Agricultural University Guidelines
pippali,alluvial,103,63,58,103-63-58,SSP,393,Poultry Manure,10000,"S: 13, Ca: 79, Mg: 14","Zn: 7, Fe: 5, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46781,26,kharif,Agricultural University Guidelines
pippali,black_cotton,92,75,63,92-75-63,CAN,353,Poultry Manure,11000,"S: 20, Ca: 124, Mg: 17","Zn: 6, Fe: 6, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,54611,20,kharif,Agricultural University Guidelines
pippali,red_yellow,123,81,69,123-81-69,SSP,506,FYM,13000,"S: 17, Ca: 111, Mg: 12","Zn: 3, Fe: 7, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,70158,33,rabi,Agricultural University Guidelines
pippali,laterite,133,88,63,133-88-63,CAN,511,Vermicompost,14000,"S: 11, Ca: 61, Mg: 25","Zn: 6, Fe: 5, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44282,26,kharif,Agricultural University Guidelines
pippali,desert,113,63,52,113-63-52,CAN,434,Poultry Manure,15000,"S: 11, Ca: 110, Mg: 11","Zn: 3, Fe: 5, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,54294,15,perennial,Agricultural University Guidelines
pippali,mountain,123,69,58,123-69-58,MOP,96,Compost,12000,"S: 13, Ca: 132, Mg: 11","Zn: 3, Fe: 8, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53310,19,rabi,Agricultural University Guidelines
pippali,coastal,113,63,75,113-63-75,Urea,245,Poultry Manure,12000,"S: 22, Ca: 99, Mg: 21","Zn: 7, Fe: 11, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,32065,16,kharif,Agricultural University Guidelines
pippali,hill,113,69,58,113-69-58,NPK 20-20-20,565,Neem Cake,12000,"S: 21, Ca: 97, Mg: 12","Zn: 5, Fe: 8, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,43931,15,kharif,Agricultural University Guidelines
pippali,forest,103,75,58,103-75-58,SSP,468,Neem Cake,8000,"S: 23, Ca: 92, Mg: 12","Zn: 3, Fe: 14, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,48616,31,rabi,Agricultural University Guidelines
haritaki,alluvial,101,45,51,101-45-51,Urea,219,Poultry Manure,17000,"S: 18, Ca: 145, Mg: 29","Zn: 7, Fe: 13, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,39722,19,both,Agricultural University Guidelines
haritaki,black_cotton,90,54,56,90-54-56,Urea,195,FYM,18000,"S: 22, Ca: 94, Mg: 28","Zn: 4, Fe: 10, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55945,21,both,Agricultural University Guidelines
haritaki,red_yellow,121,58,61,121-58-61,Urea,263,Compost,22000,"S: 23, Ca: 104, Mg: 16","Zn: 6, Fe: 12, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58062,18,rabi,Agricultural University Guidelines
haritaki,laterite,131,62,56,131-62-56,DAP,727,Vermicompost,23000,"S: 10, Ca: 87, Mg: 27","Zn: 5, Fe: 13, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,82779,25,rabi,Agricultural University Guidelines
haritaki,desert,111,45,45,111-45-45,DAP,616,Poultry Manure,25000,"S: 19, Ca: 130, Mg: 27","Zn: 3, Fe: 6, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,107932,29,kharif,Agricultural University Guidelines
haritaki,mountain,121,49,51,121-49-51,NPK 19-19-19,636,Compost,20000,"S: 18, Ca: 71, Mg: 12","Zn: 3, Fe: 14, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,71464,36,both,Agricultural University Guidelines
haritaki,coastal,111,45,66,111-45-66,NPK 19-19-19,584,Vermicompost,20000,"S: 23, Ca: 84, Mg: 26","Zn: 4, Fe: 13, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,77945,38,both,Agricultural University Guidelines
haritaki,hill,111,49,51,111-49-51,DAP,616,Neem Cake,20000,"S: 23, Ca: 79, Mg: 13","Zn: 5, Fe: 14, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,57497,23,both,Agricultural University Guidelines
haritaki,forest,101,54,51,101-54-51,MOP,85,Poultry Manure,13000,"S: 22, Ca: 90, Mg: 20","Zn: 4, Fe: 14, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44899,34,both,Agricultural University Guidelines
bamboo_common,alluvial,75,42,56,75-42-56,SSP,262,Vermicompost,14000,"S: 11, Ca: 130, Mg: 25","Zn: 3, Fe: 5, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,48109,38,perennial,Agricultural University Guidelines
