State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Uttar Pradesh",Badaun,Visoli,Potato,Desi,FAQ,03/09/2025,650,650,650
"Uttar Pradesh",Badaun,Wazirganj,Lemon,Lemon,FAQ,03/09/2025,4200,4275,4250
"Uttar Pradesh",Baghpat,Baraut,Apple,"Kasmir/Shimla - II",Medium,03/09/2025,7900,8200,8000
"Uttar Pradesh",Baghpat,Baraut,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",FAQ,03/09/2025,7480,7680,7580
"Uttar Pradesh",Baghpat,Baraut,Cabbage,Cabbage,FAQ,03/09/2025,1640,1750,1700
"Uttar Pradesh",Baghpat,Baraut,Capsicum,Capsicum,FAQ,03/09/2025,5200,5400,5300
"Uttar Pradesh",Baghpat,Baraut,"Green Chilli","Green Chilly",FAQ,03/09/2025,4050,4200,4100
"Uttar Pradesh",Baghpat,Baraut,"Green Gram Dal (Moong Dal)","Green Gram Dal",FAQ,03/09/2025,9600,9800,9710
"Uttar Pradesh",Baghpat,Baraut,Pumpkin,Pumpkin,FAQ,03/09/2025,1300,1450,1380
"Uttar Pradesh",Baghpat,Baraut,Raddish,Raddish,FAQ,03/09/2025,2020,2150,2100
"Uttar Pradesh",Baghpat,Baraut,Rice,III,FAQ,03/09/2025,3250,3450,3350
"Uttar Pradesh",Baghpat,Baraut,Tomato,Hybrid,Non-FAQ,03/09/2025,2900,3100,3000
"Uttar Pradesh",Bahraich,Bahraich,Apple,"Kasmir/Shimla - II",Medium,03/09/2025,6000,6500,6300
"Uttar Pradesh",Bahraich,Bahraich,"Banana - Green","Banana - Green",FAQ,03/09/2025,1500,1600,1550
"Uttar Pradesh",Bahraich,Bahraich,Colacasia,Arabi,FAQ,03/09/2025,1900,2100,2000
"Uttar Pradesh",Bahraich,Bahraich,Garlic,Garlic,FAQ,03/09/2025,5900,6100,6000
"Uttar Pradesh",Bahraich,Bahraich,Guava,Guava,Medium,03/09/2025,2600,2800,2700
"Uttar Pradesh",Bahraich,Bahraich,Maize,Yellow,FAQ,03/09/2025,2150,2300,2225
"Uttar Pradesh",Bahraich,Bahraich,"Masur Dal","Masur Dal",FAQ,03/09/2025,7900,8100,8000
"Uttar Pradesh",Bahraich,Bahraich,"Mousambi(Sweet Lime)",Mousambi,Medium,03/09/2025,3650,3850,3750
"Uttar Pradesh",Bahraich,Bahraich,Pomegranate,Pomogranate,Medium,03/09/2025,6400,6700,6550
"Uttar Pradesh",Bahraich,Bahraich,Potato,Desi,FAQ,03/09/2025,1000,1150,1065
"Uttar Pradesh",Bahraich,Bahraich,Rice,Common,FAQ,03/09/2025,3000,3400,3210
"Uttar Pradesh",Bahraich,Bahraich,Wheat,Dara,FAQ,03/09/2025,2500,2600,2550
"Uttar Pradesh",Bahraich,Naanpara,Apple,"Kasmir/Shimla - II",Medium,03/09/2025,5000,6000,5500
"Uttar Pradesh",Bahraich,Naanpara,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,1500,1700,1600
"Uttar Pradesh",Bahraich,Naanpara,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,1500,1550,1520
"Uttar Pradesh",Bahraich,Naanpara,"Masur Dal","Masoor Gola",FAQ,03/09/2025,6000,6100,6050
"Uttar Pradesh",Ballia,Ballia,Banana,"Banana - Ripe",Medium,03/09/2025,2720,2760,2740
"Uttar Pradesh",Ballia,Ballia,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,1580,1620,1600
"Uttar Pradesh",Ballia,Ballia,Brinjal,Brinjal,FAQ,03/09/2025,1790,1840,1815
"Uttar Pradesh",Ballia,Ballia,Gur(Jaggery),Red,FAQ,03/09/2025,4590,4630,4610
"Uttar Pradesh",Ballia,Ballia,Lemon,Lemon,FAQ,03/09/2025,4290,4330,4310
"Uttar Pradesh",Ballia,Ballia,Potato,Potato,FAQ,03/09/2025,1070,1100,1085
"Uttar Pradesh",Ballia,Ballia,Pumpkin,Pumpkin,FAQ,03/09/2025,1520,1580,1550
"Uttar Pradesh",Ballia,Ballia,Rice,III,FAQ,03/09/2025,3400,3440,3420
"Uttar Pradesh",Balrampur,Balrampur,Brinjal,Round/Long,FAQ,03/09/2025,1720,1930,1825
"Uttar Pradesh",Balrampur,Balrampur,Garlic,Garlic,FAQ,03/09/2025,5750,5950,5850
"Uttar Pradesh",Balrampur,Balrampur,Ginger(Green),"Green Ginger",FAQ,03/09/2025,3700,3900,3800
"Uttar Pradesh",Balrampur,Balrampur,"Lentil (Masur)(Whole)","Masoor Gola",FAQ,03/09/2025,7250,7455,7350
"Uttar Pradesh",Balrampur,Balrampur,"Masur Dal","Masur Dal",FAQ,03/09/2025,7900,8100,8000
"Uttar Pradesh",Balrampur,Tulsipur,"Green Chilli","Green Chilly",FAQ,03/09/2025,4680,4750,4720
"Uttar Pradesh",Balrampur,Tulsipur,Onion,Red,FAQ,03/09/2025,1600,1650,1625
"Uttar Pradesh",Balrampur,Tulsipur,Potato,Desi,FAQ,03/09/2025,1100,1180,1140
"Uttar Pradesh",Banda,Banda,"White Peas","White Peas",FAQ,03/09/2025,3100,3250,3150
"Uttar Pradesh",Barabanki,Barabanki,Banana,"Banana - Ripe",Medium,03/09/2025,2770,2870,2820
"Uttar Pradesh",Barabanki,Barabanki,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,1540,1640,1590
"Uttar Pradesh",Barabanki,Barabanki,Garlic,Garlic,FAQ,03/09/2025,6450,6550,6500
"Uttar Pradesh",Barabanki,Barabanki,Gur(Jaggery),Yellow,FAQ,03/09/2025,4540,4580,4540
"Uttar Pradesh",Barabanki,Barabanki,Lemon,Lemon,FAQ,03/09/2025,3950,4050,4000
"Uttar Pradesh",Barabanki,Barabanki,Onion,Red,FAQ,03/09/2025,1350,1450,1400
"Uttar Pradesh",Barabanki,Barabanki,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,03/09/2025,1930,2030,1980
"Uttar Pradesh",Barabanki,Safdarganj,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,03/09/2025,10200,10350,10300
"Uttar Pradesh",Barabanki,Safdarganj,"Lentil (Masur)(Whole)","Masur Dal",FAQ,03/09/2025,7200,7300,7250
"Uttar Pradesh",Barabanki,Safdarganj,Onion,Red,FAQ,03/09/2025,1300,1400,1350
"Uttar Pradesh",Barabanki,Safdarganj,Papaya,Papaya,Medium,03/09/2025,2700,2800,2750
"Uttar Pradesh",Barabanki,Safdarganj,Pomegranate,Pomogranate,Medium,03/09/2025,6700,6800,6750
"Uttar Pradesh",Bareilly,Bareilly,Banana,Other,Medium,03/09/2025,2750,2825,2800
"Uttar Pradesh",Bareilly,Bareilly,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,2125,2200,2150
"Uttar Pradesh",Bareilly,Bareilly,Colacasia,Colacasia,FAQ,03/09/2025,1350,1400,1375
"Uttar Pradesh",Bareilly,Bareilly,Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,1975,2000,1985
"Uttar Pradesh",Bareilly,Bareilly,Ginger(Green),"Green Ginger",FAQ,03/09/2025,4375,4450,4400
"Uttar Pradesh",Bareilly,Bareilly,Onion,Red,FAQ,03/09/2025,1450,1500,1480
"Uttar Pradesh",Bijnor,Bijnaur,"Banana - Green","Banana - Green",FAQ,03/09/2025,1800,1850,1820
"Uttar Pradesh",Bijnor,Bijnaur,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,1570,1640,1600
"Uttar Pradesh",Bijnor,Bijnaur,Brinjal,Round/Long,FAQ,03/09/2025,1680,1730,1700
"Uttar Pradesh",Bijnor,Bijnaur,Onion,Red,FAQ,03/09/2025,1480,1550,1500
"Uttar Pradesh",Bijnor,Kiratpur,"Banana - Green","Banana - Green",FAQ,03/09/2025,1600,1700,1650
"Uttar Pradesh",Bijnor,Kiratpur,Tomato,Tomato,Non-FAQ,03/09/2025,2000,2100,2050
"Uttar Pradesh",Bulandshahar,"Buland Shahr","Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,1400,1750,1585
"Uttar Pradesh",Bulandshahar,"Buland Shahr",Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,1700,2025,1870
"Uttar Pradesh",Bulandshahar,"Buland Shahr",Ginger(Green),"Green Ginger",FAQ,03/09/2025,3900,4300,4100
"Uttar Pradesh",Bulandshahar,"Buland Shahr",Maize,Yellow,FAQ,03/09/2025,2250,2280,2265
"Uttar Pradesh",Bulandshahar,"Buland Shahr","Mustard Oil","Mustard Oil",FAQ,03/09/2025,14700,15200,14990
"Uttar Pradesh",Bulandshahar,"Buland Shahr",Potato,F.A.Q.,FAQ,03/09/2025,1000,1150,1060
"Uttar Pradesh",Bulandshahar,"Buland Shahr",Raddish,Raddish,FAQ,03/09/2025,1900,2200,2050
"Uttar Pradesh",Bulandshahar,"Buland Shahr",Spinach,Spinach,FAQ,03/09/2025,1530,1930,1730
"Uttar Pradesh",Bulandshahar,"Buland Shahr","Sponge gourd","Sponge gourd",FAQ,03/09/2025,1750,2050,1850
"Uttar Pradesh",Bulandshahar,"Buland Shahr",Tomato,Deshi,FAQ,03/09/2025,3000,3300,3155
"Uttar Pradesh",Bulandshahar,Gulavati,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,900,1100,1000
"Uttar Pradesh",Bulandshahar,Gulavati,Cauliflower,Cauliflower,FAQ,03/09/2025,1000,1200,1100
"Uttar Pradesh",Bulandshahar,Gulavati,Garlic,Desi,FAQ,03/09/2025,5000,5200,5100
"Uttar Pradesh",Bulandshahar,Gulavati,"Green Chilli","Green Chilly",FAQ,03/09/2025,2000,2200,2100
"Uttar Pradesh",Bulandshahar,Gulavati,Potato,Desi,FAQ,03/09/2025,1100,1300,1200
"Uttar Pradesh",Bulandshahar,Jahangirabad,Brinjal,Round/Long,FAQ,03/09/2025,1625,1822,1720
"Uttar Pradesh",Bulandshahar,Jahangirabad,Maize,Yellow,FAQ,03/09/2025,2255,2285,2270
"Uttar Pradesh",Bulandshahar,Jahangirabad,Tomato,Deshi,FAQ,03/09/2025,3010,3180,3100
"Uttar Pradesh",Bulandshahar,Jahangirabad,Wheat,Dara,FAQ,03/09/2025,2555,2590,2575
"Uttar Pradesh",Bulandshahar,Khurja,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,1300,1500,1405
"Uttar Pradesh",Bulandshahar,Khurja,"Mustard Oil","Mustard Oil",FAQ,03/09/2025,14600,15200,14900
"Uttar Pradesh",Bulandshahar,Khurja,Onion,Red,FAQ,03/09/2025,1350,1490,1420
"Uttar Pradesh",Bulandshahar,Khurja,Papaya,Papaya,Medium,03/09/2025,2710,2910,2810
"Uttar Pradesh",Bulandshahar,Sikarpur,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,1300,1400,1350
"Uttar Pradesh",Bulandshahar,Sikarpur,Ginger(Green),"Green Ginger",FAQ,03/09/2025,4000,4200,4100
"Uttar Pradesh",Bulandshahar,Siyana,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,850,950,900
"Uttar Pradesh",Chandauli,Chandoli,Gur(Jaggery),Red,FAQ,03/09/2025,4500,4600,4560
"Uttar Pradesh",Chandauli,Chandoli,Lemon,Lemon,FAQ,03/09/2025,4200,4300,4250
"Uttar Pradesh",Chandauli,Chandoli,"Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,03/09/2025,3450,3550,3500
"Uttar Pradesh",Deoria,Devariya,Garlic,Garlic,FAQ,03/09/2025,6480,6510,6490
"Uttar Pradesh",Deoria,Devariya,Onion,Red,FAQ,03/09/2025,1440,1460,1450
"Uttar Pradesh",Deoria,Devariya,Potato,Potato,FAQ,03/09/2025,1110,1135,1125
"Uttar Pradesh",Etah,Aliganj,Wheat,Dara,FAQ,03/09/2025,2450,2460,2455
"Uttar Pradesh",Etah,Awagarh,"Banana - Green","Banana - Green",FAQ,03/09/2025,1500,1800,1600
"Uttar Pradesh",Etah,Awagarh,Cauliflower,Cauliflower,FAQ,03/09/2025,3000,3200,3100
"Uttar Pradesh",Etah,Etah,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,03/09/2025,6200,7000,6738
"Uttar Pradesh",Etah,Etah,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,1200,1500,1425
"Uttar Pradesh",Etah,Etah,Brinjal,Round/Long,FAQ,03/09/2025,1500,2000,1675
"Uttar Pradesh",Etah,Etah,Colacasia,Colacasia,FAQ,03/09/2025,1500,2000,1585
"Uttar Pradesh",Etah,Etah,Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,1500,2000,1655
"Uttar Pradesh",Etawah,Bharthna,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,03/09/2025,6620,6820,6720
"Uttar Pradesh",Etawah,Bharthna,"Green Chilli","Green Chilly",FAQ,03/09/2025,3920,4120,4020
"Uttar Pradesh",Etawah,Bharthna,Pumpkin,Pumpkin,FAQ,03/09/2025,1430,1630,1530
"Uttar Pradesh",Etawah,Bharthna,Tomato,Hybrid,FAQ,03/09/2025,2550,2750,2650
"Uttar Pradesh",Etawah,Etawah,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,03/09/2025,10300,10700,10500
"Uttar Pradesh",Etawah,Etawah,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,1200,1450,1350
"Uttar Pradesh",Etawah,Etawah,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,900,1200,1100
"Uttar Pradesh",Etawah,Etawah,"Green Chilli","Green Chilly",FAQ,03/09/2025,3800,4150,4000
"Uttar Pradesh",Etawah,Etawah,Groundnut,Hybrid,FAQ,03/09/2025,6650,6950,6850
"Uttar Pradesh",Etawah,Etawah,Spinach,Spinach,FAQ,03/09/2025,2400,2700,2600
"Uttar Pradesh",Etawah,Etawah,Tomato,Hybrid,FAQ,03/09/2025,2400,2700,2600
"Uttar Pradesh",Etawah,Jasvantnagar,Brinjal,Brinjal,FAQ,03/09/2025,1760,1860,1810
"Uttar Pradesh",Etawah,Jasvantnagar,Raddish,Raddish,FAQ,03/09/2025,2060,2160,2110
"Uttar Pradesh",Farukhabad,Farukhabad,Apple,Delicious,Medium,03/09/2025,7050,7300,7200
"Uttar Pradesh",Farukhabad,Farukhabad,Banana,"Banana - Ripe",Medium,03/09/2025,2400,2600,2500
"Uttar Pradesh",Farukhabad,Farukhabad,Ginger(Green),"Green Ginger",FAQ,03/09/2025,3100,3250,3150
"Uttar Pradesh",Farukhabad,Farukhabad,Lemon,Lemon,FAQ,03/09/2025,3300,3500,3400
"Uttar Pradesh",Farukhabad,Farukhabad,Rice,III,FAQ,03/09/2025,2925,3075,3000
"Uttar Pradesh",Farukhabad,Kamlaganj,Maize,Yellow,FAQ,03/09/2025,2000,2050,2020
"Uttar Pradesh",Farukhabad,Kayamganj,Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,1800,2000,1900
"Uttar Pradesh",Farukhabad,Kayamganj,Potato,Desi,FAQ,03/09/2025,800,900,850
"Uttar Pradesh",Farukhabad,Mohamadabad,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,03/09/2025,10600,10800,10700
"Uttar Pradesh",Farukhabad,Mohamadabad,"Green Chilli","Green Chilly",FAQ,03/09/2025,4220,4420,4320
"Uttar Pradesh",Farukhabad,Mohamadabad,Rice,III,FAQ,03/09/2025,3050,3250,3150
"Uttar Pradesh",Farukhabad,Mohamadabad,"Sponge gourd","Sponge gourd",FAQ,03/09/2025,1780,1980,1880
"Uttar Pradesh",Fatehpur,Bindki,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,1350,1430,1390
"Uttar Pradesh",Fatehpur,Fatehpur,Garlic,Garlic,FAQ,03/09/2025,6300,6700,6500
"Uttar Pradesh",Fatehpur,Fatehpur,Ginger(Green),"Green Ginger",FAQ,03/09/2025,4100,4350,4235
"Uttar Pradesh",Fatehpur,Fatehpur,Rice,III,FAQ,03/09/2025,2970,3150,3060
"Uttar Pradesh",Fatehpur,Khaga,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,1480,1600,1550
"Uttar Pradesh",Fatehpur,Khaga,Pomegranate,Pomogranate,Medium,03/09/2025,6820,6965,6900
"Uttar Pradesh",Fatehpur,Khaga,Potato,Desi,FAQ,03/09/2025,800,975,900
"Uttar Pradesh",Fatehpur,Khaga,Raddish,Raddish,FAQ,03/09/2025,1950,2100,2050
"Uttar Pradesh",Firozabad,Firozabad,Banana,"Banana - Ripe",Medium,03/09/2025,2370,2640,2510
"Uttar Pradesh",Firozabad,Firozabad,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,03/09/2025,9625,9835,9730
"Uttar Pradesh",Firozabad,Firozabad,Brinjal,Brinjal,FAQ,03/09/2025,1680,1920,1810
"Uttar Pradesh",Firozabad,Firozabad,"Green Chilli","Green Chilly",FAQ,03/09/2025,3870,4035,3950
"Uttar Pradesh",Firozabad,Firozabad,"Green Gram Dal (Moong Dal)","Green Gram Dal",FAQ,03/09/2025,9450,9675,9580
"Uttar Pradesh",Firozabad,Firozabad,Gur(Jaggery),Red,FAQ,03/09/2025,4225,4460,4330
"Uttar Pradesh",Firozabad,Firozabad,Rice,Common,FAQ,03/09/2025,3310,3510,3405
"Uttar Pradesh",Firozabad,Firozabad,Wheat,Dara,FAQ,03/09/2025,2575,2600,2585
"Uttar Pradesh",Firozabad,Tundla,Banana,"Banana - Ripe",Medium,03/09/2025,2475,2525,2500
"Uttar Pradesh",Firozabad,Tundla,Potato,Local,FAQ,03/09/2025,970,1020,1000
"Uttar Pradesh",Ghaziabad,Ghaziabad,"Barley (Jau)",Dara,FAQ,03/09/2025,2380,2420,2400
"Uttar Pradesh",Ghaziabad,Ghaziabad,"Barley (Jau)",Dara,Non-FAQ,03/09/2025,2180,2220,2200
"Uttar Pradesh",Ghaziabad,Ghaziabad,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,2435,2535,2485
"Uttar Pradesh",Ghaziabad,Ghaziabad,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,1465,1555,1515
"Uttar Pradesh",Ghaziabad,Ghaziabad,Guava,Guava,Medium,03/09/2025,2350,2550,2450
"Uttar Pradesh",Ghaziabad,Ghaziabad,"Mousambi(Sweet Lime)",Mousambi,Medium,03/09/2025,3350,3550,3450
"Uttar Pradesh",Ghaziabad,Ghaziabad,Onion,Red,Non-FAQ,03/09/2025,1205,1305,1255
"Uttar Pradesh",Ghaziabad,Ghaziabad,Potato,Desi,Non-FAQ,03/09/2025,850,950,900
"Uttar Pradesh",Ghaziabad,Ghaziabad,Sugar,Medium,FAQ,03/09/2025,4240,4260,4250
"Uttar Pradesh",Ghaziabad,Ghaziabad,Tomato,Deshi,FAQ,03/09/2025,3200,3300,3250
"Uttar Pradesh",Ghaziabad,Ghaziabad,Wheat,Dara,FAQ,03/09/2025,2580,2600,2590
"Uttar Pradesh",Ghaziabad,Ghaziabad,"White Peas","White Peas",FAQ,03/09/2025,4275,4375,4325
"Uttar Pradesh",Ghaziabad,Noida,"Banana - Green","Banana - Green",FAQ,03/09/2025,1685,1880,1780
"Uttar Pradesh",Ghaziabad,Noida,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,1380,1510,1450
"Uttar Pradesh",Ghaziabad,Noida,Brinjal,Round/Long,FAQ,03/09/2025,1720,1810,1770
"Uttar Pradesh",Ghaziabad,Noida,Cabbage,Cabbage,FAQ,03/09/2025,1610,1750,1685
"Uttar Pradesh",Ghaziabad,Noida,Lemon,Lemon,FAQ,03/09/2025,4050,4240,4150
"Uttar Pradesh",Ghaziabad,Noida,Papaya,Papaya,Medium,03/09/2025,2720,2900,2810
"Uttar Pradesh",Ghaziabad,Noida,Pomegranate,Pomogranate,Medium,03/09/2025,6900,7110,7000
"Uttar Pradesh",Ghaziabad,Noida,Spinach,Spinach,FAQ,03/09/2025,1800,1900,1850
"Uttar Pradesh",Ghaziabad,Noida,"Sponge gourd","Sponge gourd",FAQ,03/09/2025,1790,1910,1850
"Uttar Pradesh",Ghaziabad,Noida,Tomato,Hybrid,FAQ,03/09/2025,3050,3250,3150
"Uttar Pradesh",Ghazipur,Gazipur,Apple,Apple,Medium,03/09/2025,7470,7530,7500
"Uttar Pradesh",Ghazipur,Gazipur,"Mustard Oil","Mustard Oil",FAQ,03/09/2025,14870,14960,14900
"Uttar Pradesh",Ghazipur,Gazipur,Pomegranate,Pomogranate,Medium,03/09/2025,5770,5830,5800
"Uttar Pradesh",Ghazipur,Gazipur,Pumpkin,Other,FAQ,03/09/2025,1540,1600,1570
"Uttar Pradesh",Ghazipur,Gazipur,Spinach,Spinach,FAQ,03/09/2025,1800,1860,1830
"Uttar Pradesh",Ghazipur,Jamanian,Tomato,Tomato,FAQ,03/09/2025,1900,2000,1950
"Uttar Pradesh",Ghazipur,Yusufpur,Wheat,Dara,FAQ,03/09/2025,2425,2500,2450
"Uttar Pradesh",Gonda,Gonda,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,03/09/2025,8950,9300,9100
"Uttar Pradesh",Gonda,Gonda,"Banana - Green","Banana - Green",FAQ,03/09/2025,1635,1680,1650
"Uttar Pradesh",Gonda,Gonda,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,03/09/2025,10375,10500,10400
"Uttar Pradesh",Gonda,Gonda,"Lentil (Masur)(Whole)","Masoor Gola",FAQ,03/09/2025,7490,7530,7500
"Uttar Pradesh",Gonda,Gonda,Maize,Yellow,FAQ,03/09/2025,2210,2250,2225
"Uttar Pradesh",Gonda,Gonda,Onion,Red,FAQ,03/09/2025,1400,1600,1500
"Uttar Pradesh",Gonda,Gonda,Papaya,Papaya,Medium,03/09/2025,3155,3400,3200
"Uttar Pradesh",Gonda,Gonda,Pumpkin,Pumpkin,FAQ,03/09/2025,1320,1400,1350
"Uttar Pradesh",Gonda,Gonda,Wheat,Dara,FAQ,03/09/2025,2575,2600,2590
"Uttar Pradesh",Gonda,Nawabganj,Apple,Delicious,Medium,03/09/2025,5900,6100,6000
"Uttar Pradesh",Gonda,Nawabganj,Banana,"Banana - Ripe",Medium,03/09/2025,2850,2950,2900
"Uttar Pradesh",Gonda,Nawabganj,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,2550,2650,2600
"Uttar Pradesh",Gonda,Nawabganj,Maize,Yellow,FAQ,03/09/2025,2225,2260,2250
"Uttar Pradesh",Gonda,Nawabganj,"Mousambi(Sweet Lime)",Mousambi,Medium,03/09/2025,3550,3650,3600
"Uttar Pradesh",Gorakhpur,Chorichora,"Banana - Green","Banana - Green",FAQ,03/09/2025,2500,2800,2600
"Uttar Pradesh",Gorakhpur,Chorichora,Paddy(Dhan)(Common),Common,Non-FAQ,03/09/2025,2300,2550,2450
"Uttar Pradesh",Gorakhpur,Chorichora,Tomato,Hybrid,Non-FAQ,03/09/2025,4200,4400,4250
"Uttar Pradesh",Gorakhpur,Gorakhpur,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,03/09/2025,10075,10125,10100
"Uttar Pradesh",Gorakhpur,Gorakhpur,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,2325,2500,2400
"Uttar Pradesh",Gorakhpur,Gorakhpur,Brinjal,Round/Long,FAQ,03/09/2025,1800,1975,1875
"Uttar Pradesh",Gorakhpur,Gorakhpur,Paddy(Dhan)(Common),Common,FAQ,03/09/2025,2210,2260,2235
"Uttar Pradesh",Gorakhpur,Gorakhpur,"White Peas","White Peas",FAQ,03/09/2025,4190,4240,4215
"Uttar Pradesh",Hardoi,Hardoi,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,2330,2400,2370
"Uttar Pradesh",Hardoi,Hardoi,Rice,Common,FAQ,03/09/2025,3150,3210,3180
"Uttar Pradesh",Hardoi,Madhoganj,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,03/09/2025,6600,6700,6650
"Uttar Pradesh",Hardoi,Madhoganj,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,1500,1550,1530
"Uttar Pradesh",Hardoi,Madhoganj,Brinjal,Round/Long,FAQ,03/09/2025,1650,1750,1700
"Uttar Pradesh",Hardoi,Madhoganj,"Green Chilli","Green Chilly",FAQ,03/09/2025,4050,4100,4080
"Uttar Pradesh",Hardoi,Madhoganj,Paddy(Dhan)(Common),Common,FAQ,03/09/2025,2200,2300,2240
"Uttar Pradesh",Hardoi,Sandi,"Green Chilli","Green Chilly",FAQ,03/09/2025,4050,4130,4090
"Uttar Pradesh",Hathras,Haathras,Banana,"Banana - Ripe",Medium,03/09/2025,2450,2650,2580
"Uttar Pradesh",Hathras,Haathras,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,03/09/2025,9900,10000,9960
"Uttar Pradesh","Jalaun (Orai)",Jalaun,Apple,Apple,Small,03/09/2025,3000,3000,3000
"Uttar Pradesh","Jalaun (Orai)",Madhogarh,Wheat,Dara,Non-FAQ,03/09/2025,2450,2500,2475
"Uttar Pradesh","Jalaun (Orai)",Orai,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,1350,1700,1575
"Uttar Pradesh",Jaunpur,Jaunpur,"Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,03/09/2025,3445,3580,3515
"Uttar Pradesh",Jaunpur,Jaunpur,Pomegranate,Pomogranate,Medium,03/09/2025,5800,5900,5850
"Uttar Pradesh",Jaunpur,Jaunpur,Pumpkin,Pumpkin,FAQ,03/09/2025,1560,1640,1600
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Apple,Delicious,Medium,03/09/2025,7560,7760,7660
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,1565,1765,1665
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Green Chilli","Green Chilly",FAQ,03/09/2025,4180,4380,4280
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,03/09/2025,1900,2100,2000
"Uttar Pradesh",Jaunpur,Shahganj,Banana,Other,Medium,03/09/2025,2430,2520,2480
"Uttar Pradesh",Jaunpur,Shahganj,Brinjal,Brinjal,FAQ,03/09/2025,1700,1760,1730
"Uttar Pradesh",Jaunpur,Shahganj,Cowpea(Veg),"Cowpea (Veg)",FAQ,03/09/2025,2850,2950,2900
"Uttar Pradesh",Jhansi,Jhansi,Cabbage,Cabbage,FAQ,03/09/2025,1800,1965,1850
"Uttar Pradesh",Jhansi,Jhansi,Onion,Red,FAQ,03/09/2025,1300,1420,1350
"Uttar Pradesh",Jhansi,Jhansi,Potato,Desi,FAQ,03/09/2025,1100,1200,1180
"Uttar Pradesh",Jhansi,Jhansi,Tomato,Hybrid,FAQ,03/09/2025,3100,3400,3150
"Uttar Pradesh",Jhansi,"Jhansi (Grain)",Groundnut,Local,FAQ,03/09/2025,5400,6000,5700
"Uttar Pradesh",Jhansi,"Jhansi (Grain)","White Peas","White Peas",FAQ,03/09/2025,3300,3500,3365
"Uttar Pradesh",Jhansi,Mauranipur,Apple,"Kasmir/Shimla - II",Medium,03/09/2025,7000,7400,7200
"Uttar Pradesh",Jhansi,Mauranipur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,03/09/2025,5500,6100,5950
"Uttar Pradesh",Jhansi,Mauranipur,Brinjal,Brinjal,FAQ,03/09/2025,1730,1765,1750
"Uttar Pradesh",Jhansi,Moth,Gur(Jaggery),Yellow,FAQ,03/09/2025,3950,4030,4000
"Uttar Pradesh",Jhansi,Moth,Rice,III,FAQ,03/09/2025,3500,3580,3550
